match_id,period_1,period_2,period_3,period_4,period_5,current_period_start_timestamp
12307123,,,,,,
12307124,,,,,,
12307125,,,,,,
12307126,,,,,,
12307127,,,,,,
12307128,,,,,,
12307129,,,,,,
12307130,,,,,,
12307131,,,,,,
12307132,,,,,,
12307133,,,,,,
12307134,,,,,,
12307211,3585,2784,2391,,,1714928818
12307212,,,,,,1714915677
12307213,3217,3876,,,,1714918084
12307214,2523,3018,,,,1714917146
12307215,1564,2023,,,,1714916124
12307216,1592,3765,2384,,,1714938062
12307217,1559,3098,,,,1714934141
12307218,2286,2398,,,,1714924391
12307219,2333,4331,3468,,,1714927903
12307220,,,,,,1714932989
12307222,3578,2950,,,,1714942182
12307240,,,,,,
12307241,,,,,,
12307242,,,,,,
12307243,,,,,,
12307244,,,,,,
12307245,,,,,,
12307246,,,,,,
12307247,,,,,,
12307248,,,,,,
12307249,,,,,,
12307250,,,,,,
12307251,,,,,,
12307252,,,,,,
12307253,,,,,,
12307254,,,,,,
12307255,,,,,,
12307636,,,,,,
12307637,,,,,,
12307638,,,,,,
12307639,,,,,,
12307640,,,,,,
12307641,,,,,,
12307642,,,,,,
12307643,,,,,,
12307644,,,,,,
12307645,,,,,,
12307646,,,,,,
12307647,,,,,,
12307648,,,,,,
12307649,,,,,,
12307650,,,,,,
12307651,,,,,,
12307654,1976,2678,,,,1714885411
12307655,2237,1880,2244,,,1714908698
12307721,,,,,,
12307806,3144,2409,4223,,,1714970928
12307818,2069,2226,,,,1714908993
12308032,2268,1832,,,,1714902359
12308101,3042,3085,,,,1714903603
12308134,1848,2337,,,,1714916980
12308135,2665,4203,,,,1714965774
12308136,1773,3144,,,,1714963824
12308137,2782,2931,,,,1714969488
12308138,1601,3284,,,,1714959564
12308139,3070,1646,2922,,,1714962837
12308140,2206,2347,,,,1714960017
12308141,2119,1705,,,,1714959720
12308142,2301,2288,,,,1714965806
12308143,,,,,,
12308144,,,,,,
12308146,2290,3474,3496,,,1714970835
12308260,,,,,,
12308262,3249,3741,,,,1714998057
12308272,1903,2164,,,,1714991216
12308273,,,,,,
12308274,2131,3885,,,,1714995536
12308275,2593,2014,,,,1714997317
12308276,2335,2971,,,,1714989723
12308277,3481,3285,,,,1714990570
12308539,4173,2307,2817,,,1714992833
12308541,1873,2869,,,,1714984824
12308544,3378,3012,,,,1714987920
12308549,4148,2053,,,,1714966131
12308550,1508,2166,,,,1714962883
12308551,1664,2422,1778,,,1714973586
12308552,1647,1427,,,,1714969781
12308553,1594,2434,,,,1714963018
12308554,1871,3364,,,,1714967946
12308555,3007,2172,,,,1714969504
12308556,1444,2194,2146,,,1714965043
12308558,2672,2995,,,,1714985667
12308560,1358,2328,,,,1714986391
12308577,2938,2587,1731,,,1714981502
12308667,2549,3674,,,,1714987381
12308742,2655,2779,3509,,,1714981739
12308743,,,,,,
12308745,,,,,,
12308746,,,,,,
12308756,2487,4381,,,,1714986651
12308841,,,,,,
12308850,,,,,,
12308851,,,,,,
12308852,,,,,,
12308854,,,,,,
12308855,,,,,,
12308856,,,,,,
12308857,,,,,,
12308858,,,,,,
12308859,,,,,,
12308860,,,,,,
12308861,,,,,,
12308862,,,,,,
12308863,,,,,,
12308864,,,,,,
12308865,,,,,,
12308903,,,,,,
12308904,4440,3423,,,,1714987588
12308906,2385,2920,,,,1714989055
12308908,,,,,,
12308909,,,,,,
12308910,,,,,,
12308911,,,,,,
12308912,,,,,,
12308913,,,,,,
12308914,,,,,,
12308915,,,,,,
12308916,,,,,,
12308922,,,,,,
12308923,,,,,,
12308959,,,,,,
12308960,,,,,,
12308961,,,,,,
12308962,,,,,,
12308963,,,,,,
12308964,,,,,,
12308965,,,,,,
12308966,,,,,,
12308967,,,,,,
12308968,,,,,,
12308969,,,,,,
12308970,,,,,,
12308971,,,,,,
12308972,,,,,,
12308973,,,,,,
12308995,,,,,,
12309009,3748,3308,2901,,,1714944863
12309067,,,,,,
12309068,2356,2164,,,,1714978164
12309069,1917,4694,,,,1714985114
12309070,1467,1492,,,,1714992210
12309071,1723,2093,2492,,,1714987214
12309072,2664,2292,,,,1714992500
12309073,1636,2556,,,,1714992951
12309074,2646,3225,,,,1714985600
12309075,2497,2972,2064,,,1715002138
12309078,2079,2315,,,,1715000530
12309079,2865,1829,,,,1714995003
12309080,1764,2106,,,,1714999483
12309081,2773,3127,,,,1714999787
12309082,1162,1343,,,,1714988157
12309083,1413,1393,,,,1714981173
12309084,1446,1590,,,,1714980793
12309085,1985,2599,947,,,1714984400
12309086,3428,2651,1144,,,1714985618
12309087,4027,2436,1160,,,1714990952
12309088,2695,2256,,,,1714994123
12309089,2415,3733,,,,1714982326
12309090,3274,3752,,,,1715003059
12309091,1849,1474,,,,1715002098
12309092,1484,2817,,,,1714994714
12309093,3451,3106,,,,1714996965
12309094,1658,2348,538,,,1714984131
12309095,1700,1599,,,,1714989321
12309096,1797,1780,681,,,1714989670
12309097,1641,1923,,,,1714981188
12309098,1228,2078,,,,1714990579
12309099,3003,3989,1823,,,1714986837
12309100,,,,,,
12309101,3034,3598,,,,1714992584
12309102,2901,2219,1119,,,1715002857
12309103,1355,1556,,,,1715002592
12309104,3793,2292,,,,1715006717
12309105,3136,3904,,,,1714986404
12309106,3444,4829,2017,,,1714999764
12309107,3756,3735,1081,,,1714998069
12309108,2541,2537,,,,1714985819
12309109,3187,3316,,,,1714995632
12309110,2232,2597,,,,1714988546
12309112,,,,,,
12309115,3667,2488,2857,,,1714998302
12309116,2908,2494,,,,1714998731
12309126,,,,,,
12309127,,,,,,
12309128,,,,,,
12309129,,,,,,
12309130,,,,,,
12309189,,,,,,
12309190,,,,,,
12309191,,,,,,
12309192,,,,,,
12309193,,,,,,
12309194,,,,,,
12309195,,,,,,
12309196,,,,,,
12309197,,,,,,
12309198,,,,,,
12309199,,,,,,
12309200,,,,,,
12309201,,,,,,
12309202,,,,,,
12309203,,,,,,
12309204,,,,,,
12309208,,,,,,1714987069
12309218,1731,2808,,,,1714993894
12309230,1333,1644,1819,,,1714992992
12309232,1683,2946,2130,,,1715004767
12309246,1763,2131,,,,1714992861
12309248,2495,3092,,,,1714985273
12309249,2119,4233,,,,1714985125
12309250,1996,1721,3576,,,1714986758
12309252,2317,2587,,,,1714985387
12309264,3034,5169,,,,1715006192
12309265,2354,2880,,,,1714991534
12309268,2678,3163,2276,,,1715001840
12309269,3801,3160,,,,1714993049
12309270,,,,,,
12309275,1785,2153,,,,1714997240
12309276,2653,3993,2579,,,1715003338
12309277,2306,2372,,,,1714992648
12309340,,,,,,
12309341,,,,,,
12309342,,,,,,
12309343,,,,,,
12309344,,,,,,
12309345,,,,,,
12309346,,,,,,
12309347,,,,,,
12309348,,,,,,
12309356,,,,,,
12309357,,,,,,
12309358,,,,,,
12309359,,,,,,
12309360,,,,,,
12309361,,,,,,
12309362,,,,,,
12309363,,,,,,
12309364,,,,,,
12309365,,,,,,
12309366,,,,,,
12309367,,,,,,
12309368,,,,,,
12309369,,,,,,
12309370,,,,,,
12309371,,,,,,
12309372,,,,,,
12309373,,,,,,
12309416,2828,2607,,,,1714994905
12309423,,,,,,
12309439,,,,,,
12309440,3327,2267,,,,1715004876
12309442,3570,3087,957,,,1715009054
12309443,2541,4868,1296,,,1715004176
12309444,2019,4122,842,,,1714999787
12309445,3782,2734,,,,1714987634
12309446,,,,,,1714999092
12309447,1243,1889,,,,1714984978
12309448,2530,2641,,,,1714986502
12309449,3141,1292,,,,1714991252
12309450,1707,1555,,,,1715005114
12309451,2906,3135,,,,1714998183
12309452,2628,1721,,,,1714993845
12309453,2372,4623,,,,1714993433
12309454,,,,,,
12309455,4261,2118,,,,1714987982
12309474,2715,2284,,,,1714991519
12309477,,,,,,
12309481,,,,,,
12309482,,,,,,
12309483,,,,,,
12309484,,,,,,
12309485,,,,,,
12309486,,,,,,
12309487,,,,,,
12309488,,,,,,
12309489,,,,,,
12309490,,,,,,
12309491,,,,,,
12309492,,,,,,
12309493,,,,,,
12309495,,,,,,
12309496,,,,,,
12309497,,,,,,
12309498,,,,,,
12309499,2589,1956,,,,1715000655
12309500,1485,3201,,,,1714994229
12309501,,,,,,1714987341
12309502,2738,1565,,,,1714990040
12309503,1519,2167,,,,1715002141
12309504,3193,2294,755,,,1714998819
12309505,,,,,,1714991647
12309506,3527,3252,,,,1714997551
12309507,3117,2830,,,,1714990692
12309508,2272,2361,,,,1714996585
12309509,2007,2598,,,,1714989803
12309510,,,,,,
12309511,,,,,,
12309512,,,,,,
12309513,,,,,,
12309514,,,,,,
12309515,,,,,,
12309516,,,,,,
12309517,,,,,,
12309518,,,,,,
12309519,,,,,,
12309520,,,,,,
12309521,,,,,,
12309522,,,,,,
12309523,,,,,,
12309524,,,,,,
12309525,,,,,,
12309526,,,,,,
12309527,,,,,,
12309528,,,,,,
12309529,,,,,,
12309530,,,,,,
12309531,,,,,,
12309532,,,,,,
12309533,,,,,,
12309534,,,,,,
12309535,,,,,,
12309536,,,,,,
12309537,,,,,,
12309538,,,,,,
12309539,2520,3975,3079,,,1714996065
12309541,3239,4195,,,,1714996236
12309545,2914,3694,2646,,,1715005679
12309546,2945,2527,3608,,,1714988282
12309547,2722,2243,,,,1715001072
12309548,2961,2746,,,,1714986018
12309549,2545,4062,2330,,,1714994046
12309550,2190,1866,,,,1714991869
12309551,2158,2506,,,,1714995097
12309552,1348,1514,,,,1714984486
12309554,2522,2696,,,,1715006526
12309556,2888,2535,,,,1715000206
12309559,,,,,,
12309560,,,,,,
12309561,,,,,,
12309562,,,,,,
12309585,,,,,,
12309588,3077,8425,,,,1714988222
12309589,2664,3328,2347,,,1715006550
12309590,3044,3611,5373,,,1715003799
12309593,1682,8310,3869,,,1714995320
12309598,1412,1941,,,,1715005539
12309599,1603,4335,,,,1714999085
12309611,4487,3277,,,,1715000952
12309612,2557,2087,3811,,,1714996667
12309613,,,,,,
12309619,2980,4517,,,,1714986020
12309620,3200,3801,,,,1714994840
12309622,3529,2071,2621,,,1715004191
12309627,2731,2393,2501,,,1715002306
12309628,3851,1853,,,,1715004443
12309632,2044,2770,,,,1714985241
12309633,2349,3362,3854,,,1714995082
12309634,3297,3288,,,,1715003355
12309639,2163,2277,2022,,,1715003477
12309640,3240,2658,2424,,,1714989132
12309641,2145,3129,,,,1714985173
12309642,1841,2459,1814,,,1714987219
12309644,2085,3177,,,,1714994709
12309645,2967,3950,4634,,,1714997585
12309647,2157,1974,2306,,,1714993418
12309648,,,,,,
12309649,,,,,,
12309650,,,,,,
12309651,,,,,,
12309652,,,,,,
12309653,,,,,,
12309654,,,,,,
12309655,,,,,,
12309656,,,,,,
12309657,,,,,,
12309658,,,,,,
12309659,,,,,,
12309660,,,,,,
12309698,,,,,,
12309699,,,,,,
12309700,,,,,,
12309775,,,,,,
12309864,3105,3397,1109,,,1715005340
12309866,3231,2182,,,,1715002248
12310296,,,,,,
12310300,,,,,,
12310429,2155,2369,,,,1714970164
12310431,3526,4073,,,,1714976910
12310432,2022,2802,2313,,,1714974210
12310433,2038,2650,,,,1714979304
12310434,2876,1708,,,,1714976478
12310461,2963,4226,2193,,,1714986483
12310462,1700,2572,1690,,,1714984596
12310519,2899,3362,,,,1714984836
12310720,2573,1703,,,,1714992507
12311125,2534,2864,958,,,1715007190
12311126,3501,2972,894,,,1715007711
12311127,1881,2075,1158,,,1715010739
12311185,1580,3865,,,,1715004620
12261532,2915,3218,3964,,,1714933406
12276810,2669,3524,,,,1714917067
12276840,1908,3169,,,,1714916405
12276867,4144,2285,,,,1714927708
12276932,3107,4148,3095,,,1714921775
12305750,3601,3576,,,,1714915364
12305980,,,,,,
12305981,,,,,,
12305982,4195,3220,,,,1715071039
12305983,3189,4014,,,,1715054531
12305984,2916,1872,,,,1714984130
12305985,2555,2605,,,,1714989268
12305986,2191,2529,,,,1715073248
12305987,1950,1824,,,,1715074547
12305988,3327,2959,3184,,,1715000307
12305989,4056,3076,,,,1714996672
12306162,2414,3422,,,,1715053676
12306163,3009,3399,3237,,,1714998317
12306215,1331,3784,,,,1714913958
12306218,1362,1650,,,,1714916619
12306224,3737,2325,,,,1714918494
12306312,2262,45126,,,,1714907705
12306316,3237,2634,,,,1714916156
12306317,2888,2819,,,,1714920334
12306318,1384,2665,,,,1714923323
12306319,1818,2252,,,,1714913490
12306320,,,,,,1714919854
12306322,4256,2214,,,,1714924969
12306323,1350,1458,,,,1714918043
12306326,1396,2059,,,,1714925616
12306378,,,,,,
12306379,,,,,,
12306380,,,,,,
12306382,,,,,,
12306383,,,,,,
12306384,,,,,,
12306385,,,,,,
12306387,,,,,,
12306388,,,,,,
12306389,,,,,,
12306391,,,,,,
12306392,,,,,,
12306393,,,,,,
12306394,,,,,,
12306395,,,,,,
12306396,,,,,,
12306397,,,,,,
12306400,,,,,,
12306401,,,,,,
12306402,,,,,,
12306404,,,,,,
12306405,,,,,,
12306408,,,,,,
12306409,,,,,,
12306412,1736,2360,,,,1714914985
12306414,2118,3331,,,,1714914142
12306417,3155,2944,,,,1714921548
12306419,3352,2414,,,,1714921741
12306420,3085,2705,2123,,,1714923863
12306436,2151,1984,,,,1714915643
12306437,2900,3026,,,,1714923457
12306441,2306,2256,,,,1714917413
12306442,2207,1793,,,,1714917828
12306445,2193,2602,2704,,,1714924319
12306507,2876,5033,,,,1714921597
12306589,,,,,,
12306593,,,,,,
12306600,,,,,,
12306612,,,,,,
12306615,,,,,,
12306617,,,,,,
12306648,,,,,,
12306650,,,,,,
12306653,,,,,,
12306654,,,,,,
12306659,,,,,,
12306661,,,,,,
12306665,,,,,,
12306666,,,,,,
12306667,,,,,,
12306668,,,,,,
12306673,,,,,,
12306676,,,,,,
12306681,,,,,,
12306684,,,,,,
12306735,2564,2739,,,,1714914758
12306736,1486,2258,,,,1714926517
12306739,1782,3264,2511,,,1714921753
12306740,3688,2416,,,,1714925687
12306741,2142,3357,,,,1714920545
12306758,2816,3602,,,,1714924706
12306771,4565,2671,,,,1715077698
12306772,3994,1667,3492,,,1715017771
12306773,2125,3966,,,,1715008688
12306774,,,,,,
12306775,2097,2487,,,,1715007382
12306777,1673,4850,,,,1715012429
12306778,2546,3713,2893,,,1715007894
12306779,1908,2181,,,,1715003325
12306781,4850,2811,1731,,,1715080919
12306783,2047,762,,,,1714996574
12306784,2335,2566,,,,1715071734
12306785,2022,2306,2567,,,1715010231
12306786,2086,2177,2438,,,1715079240
12306787,3224,1958,834,,,1715004752
12306788,,,,,,
12306789,2945,3244,2831,,,1715095812
12306790,1136,3877,,,,1715070517
12306791,2973,3215,1733,,,1715086346
12306794,2358,4295,4988,,,1715011408
12306795,2487,2561,2356,,,1715007122
12306796,2781,1826,,,,1715001580
12306799,2108,2074,,,,1714997890
12306800,2395,2606,,,,1715002466
12306801,,,,,,
12306803,3091,3043,,,,1715004088
12306970,1507,2553,,,,1714924784
12307080,2913,3509,,,,1714936023
12307119,,,,,,
12307120,,,,,,
12307121,,,,,,
12307122,,,,,,
12307123,,,,,,
12307124,,,,,,
12307125,,,,,,
12307126,,,,,,
12307127,,,,,,
12307128,,,,,,
12307129,,,,,,
12307130,,,,,,
12307131,,,,,,
12307132,,,,,,
12307133,,,,,,
12307134,,,,,,
12307211,3586,2784,2391,,,1714928818
12307212,,,,,,1714915677
12307213,3218,3875,,,,1714918084
12307214,2522,3018,,,,1714917146
12307215,1564,2024,,,,1714916124
12307216,1592,3765,2384,,,1714938062
12307217,1558,3099,,,,1714934141
12307218,2286,2398,,,,1714924391
12307219,2333,4332,3468,,,1714927903
12307220,,,,,,1714932989
12307222,3578,2950,,,,1714942182
12307240,,,,,,
12307241,,,,,,
12307242,,,,,,
12307243,,,,,,
12307244,,,,,,
12307245,,,,,,
12307246,,,,,,
12307247,,,,,,
12307248,,,,,,
12307249,,,,,,
12307250,,,,,,
12307251,,,,,,
12307252,,,,,,
12307253,,,,,,
12307254,,,,,,
12307255,,,,,,
12307322,2525,3257,,,,1715037687
12307327,3283,3212,,,,1715031092
12307363,3663,4042,,,,1715091123
12307370,3533,2531,,,,1715091077
12307376,1393,3809,,,,1715088784
12307636,,,,,,
12307637,,,,,,
12307638,,,,,,
12307639,,,,,,
12307640,,,,,,
12307641,,,,,,
12307642,,,,,,
12307643,,,,,,
12307644,,,,,,
12307645,,,,,,
12307646,,,,,,
12307647,,,,,,
12307648,,,,,,
12307649,,,,,,
12307650,,,,,,
12307651,,,,,,
12307806,3143,2409,4223,,,1714970928
12308134,1848,2337,,,,1714916980
12308135,2665,4202,,,,1714965774
12308136,1773,3144,,,,1714963824
12308137,2782,2932,,,,1714969488
12308138,1601,3283,,,,1714959564
12308139,3069,1647,2922,,,1714962837
12308140,2207,2347,,,,1714960017
12308141,2119,1705,,,,1714959720
12308142,2302,2288,,,,1714965806
12308146,2291,3475,3495,,,1714970835
12308260,,,,,,
12308262,3249,3742,,,,1714998057
12308272,1903,2165,,,,1714991216
12308273,,,,,,
12308274,2132,3884,,,,1714995536
12308275,2593,2014,,,,1714997317
12308276,2336,2971,,,,1714989723
12308277,3481,3285,,,,1714990570
12308539,4174,2307,2818,,,1714992833
12308541,1874,2868,,,,1714984824
12308544,3377,3012,,,,1714987920
12308549,4148,2053,,,,1714966131
12308550,1507,2166,,,,1714962883
12308551,1664,2422,1778,,,1714973586
12308552,1648,1428,,,,1714969781
12308553,1594,2433,,,,1714963018
12308554,1871,3365,,,,1714967946
12308555,3008,2171,,,,1714969504
12308556,1445,2194,2146,,,1714965043
12308558,2671,2995,,,,1714985667
12308560,1359,2327,,,,1714986391
12308577,2938,2586,1730,,,1714981502
12308667,2549,3674,,,,1714987381
12308742,2655,2780,3510,,,1714981739
12308746,,,,,,
12308756,2486,4381,,,,1714986651
12308841,,,,,,
12308850,,,,,,
12308851,,,,,,
12308852,,,,,,
12308854,,,,,,
12308855,,,,,,
12308856,,,,,,
12308857,,,,,,
12308858,,,,,,
12308859,,,,,,
12308860,,,,,,
12308861,,,,,,
12308862,,,,,,
12308863,,,,,,
12308864,,,,,,
12308865,,,,,,
12308903,,,,,,
12308904,4440,3424,,,,1714987588
12308906,2385,2920,,,,1714989055
12308908,,,,,,
12308909,,,,,,
12308910,,,,,,
12308911,,,,,,
12308912,,,,,,
12308913,,,,,,
12308914,,,,,,
12308915,,,,,,
12308916,,,,,,
12308922,,,,,,
12308923,,,,,,
12308959,,,,,,
12308960,,,,,,
12308961,,,,,,
12308962,,,,,,
12308963,,,,,,
12308964,,,,,,
12308965,,,,,,
12308966,,,,,,
12308967,,,,,,
12308968,,,,,,
12308969,,,,,,
12308970,,,,,,
12308971,,,,,,
12308972,,,,,,
12308973,,,,,,
12308995,,,,,,
12309009,3749,3309,2901,,,1714944863
12309067,,,,,,
12309068,2357,2164,,,,1714978164
12309069,1918,4695,,,,1714985114
12309070,1467,1492,,,,1714992210
12309071,1723,2094,2492,,,1714987214
12309072,2663,2292,,,,1714992500
12309073,1636,2556,,,,1714992951
12309074,2647,3224,,,,1714985600
12309075,2496,2973,2063,,,1715002138
12309078,2080,2316,,,,1715000530
12309079,2864,1830,,,,1714995003
12309080,1763,2107,,,,1714999483
12309081,2774,3127,,,,1714999787
12309082,1162,1343,,,,1714988157
12309083,1413,1392,,,,1714981173
12309084,1445,1590,,,,1714980793
12309085,1985,2599,948,,,1714984400
12309086,3429,2651,1143,,,1714985618
12309087,4027,2436,1159,,,1714990952
12309088,2694,2257,,,,1714994123
12309089,2414,3733,,,,1714982326
12309090,3275,3751,,,,1715003059
12309091,1850,1475,,,,1715002098
12309092,1484,2817,,,,1714994714
12309093,3450,3106,,,,1714996965
12309094,1658,2349,538,,,1714984131
12309095,1701,1600,,,,1714989321
12309096,1797,1780,681,,,1714989670
12309097,1641,1924,,,,1714981188
12309098,1227,2079,,,,1714990579
12309099,3003,3988,1822,,,1714986837
12309101,3033,3598,,,,1714992584
12309102,2902,2219,1119,,,1715002857
12309103,1355,1556,,,,1715002592
12309104,3792,2292,,,,1715006717
12309105,3137,3904,,,,1714986404
12309106,3444,4829,2018,,,1714999764
12309107,3757,3735,1081,,,1714998069
12309108,2541,2538,,,,1714985819
12309109,3188,3317,,,,1714995632
12309110,2232,2597,,,,1714988546
12309112,,,,,,
12309115,3667,2488,2857,,,1714998302
12309116,2907,2495,,,,1714998731
12309126,,,,,,
12309127,,,,,,
12309128,,,,,,
12309129,,,,,,
12309130,,,,,,
12309144,2844,2738,,,,1715015126
12309189,,,,,,
12309190,,,,,,
12309191,,,,,,
12309192,,,,,,
12309193,,,,,,
12309194,,,,,,
12309195,,,,,,
12309196,,,,,,
12309197,,,,,,
12309198,,,,,,
12309199,,,,,,
12309200,,,,,,
12309201,,,,,,
12309202,,,,,,
12309203,,,,,,
12309204,,,,,,
12309208,,,,,,1714987069
12309218,1731,2808,,,,1714993894
12309230,1334,1643,1818,,,1714992992
12309232,1684,2946,2131,,,1715004767
12309239,2365,2684,,,,1715019718
12309240,2350,3429,3137,,,1715013645
12309246,1763,2130,,,,1714992861
12309247,3994,2440,,,,1715008853
12309248,2494,3092,,,,1714985273
12309249,2118,4234,,,,1714985125
12309250,1995,1720,3576,,,1714986758
12309252,2318,2587,,,,1714985387
12309257,2208,3917,,,,1715010081
12309261,,,,,,
12309262,1853,1887,,,,1715014527
12309263,2553,2546,,,,1715009351
12309264,3035,5169,,,,1715006192
12309265,2353,2879,,,,1714991534
12309266,3118,1918,,,,1715009691
12309268,2678,3162,2276,,,1715001840
12309269,3801,3160,,,,1714993049
12309270,,,,,,
12309271,2982,3189,2487,,,1715021194
12309273,1780,2335,,,,1715022039
12309274,2606,1950,2465,,,1715019769
12309275,1784,2153,,,,1714997240
12309276,2653,3992,2579,,,1715003338
12309277,2307,2371,,,,1714992648
12309340,,,,,,
12309341,,,,,,
12309342,,,,,,
12309343,,,,,,
12309344,,,,,,
12309345,,,,,,
12309346,,,,,,
12309347,,,,,,
12309348,,,,,,
12309356,,,,,,
12309357,,,,,,
12309358,,,,,,
12309359,,,,,,
12309360,,,,,,
12309361,,,,,,
12309362,,,,,,
12309363,,,,,,
12309364,,,,,,
12309365,,,,,,
12309366,,,,,,
12309367,,,,,,
12309368,,,,,,
12309369,,,,,,
12309370,,,,,,
12309371,,,,,,
12309372,,,,,,
12309373,,,,,,
12309416,2828,2607,,,,1714994905
12309423,,,,,,
12309439,,,,,,
12309440,3328,2268,,,,1715004876
12309441,3363,1605,,,,1715009518
12309442,3571,3087,958,,,1715009054
12309443,2541,4868,1296,,,1715004176
12309444,2019,4121,843,,,1714999787
12309445,3782,2734,,,,1714987634
12309446,,,,,,1714999092
12309447,1243,1889,,,,1714984978
12309448,2530,2641,,,,1714986502
12309449,3142,1292,,,,1714991252
12309450,1707,1555,,,,1715005114
12309451,2905,3135,,,,1714998183
12309452,2627,1720,,,,1714993845
12309453,2372,4623,,,,1714993433
12309454,,,,,,
12309455,4260,2118,,,,1714987982
12309474,2715,2284,,,,1714991519
12309477,,,,,,
12309481,,,,,,
12309482,,,,,,
12309483,,,,,,
12309484,,,,,,
12309485,,,,,,
12309486,,,,,,
12309487,,,,,,
12309488,,,,,,
12309489,,,,,,
12309490,,,,,,
12309491,,,,,,
12309492,,,,,,
12309493,,,,,,
12309495,,,,,,
12309496,,,,,,
12309497,,,,,,
12309498,,,,,,
12309499,2589,1957,,,,1715000655
12309500,1485,3202,,,,1714994229
12309501,,,,,,1714987341
12309502,2738,1565,,,,1714990040
12309503,1520,2168,,,,1715002141
12309504,3193,2294,754,,,1714998819
12309505,,,,,,1714991647
12309506,3528,3251,,,,1714997551
12309507,3117,2830,,,,1714990692
12309508,2272,2362,,,,1714996585
12309509,2006,2598,,,,1714989803
12309510,,,,,,
12309511,,,,,,
12309512,,,,,,
12309513,,,,,,
12309514,,,,,,
12309515,,,,,,
12309516,,,,,,
12309517,,,,,,
12309518,,,,,,
12309519,,,,,,
12309520,,,,,,
12309521,,,,,,
12309522,,,,,,
12309523,,,,,,
12309524,,,,,,
12309525,,,,,,
12309526,,,,,,
12309527,,,,,,
12309528,,,,,,
12309529,,,,,,
12309530,,,,,,
12309531,,,,,,
12309532,,,,,,
12309533,,,,,,
12309534,,,,,,
12309535,,,,,,
12309536,,,,,,
12309537,,,,,,
12309538,,,,,,
12309539,2520,3976,3079,,,1714996065
12309541,3239,4195,,,,1714996236
12309545,2913,3694,2647,,,1715005679
12309546,2944,2526,3607,,,1714988282
12309547,2722,2243,,,,1715001072
12309548,2962,2747,,,,1714986018
12309549,2546,4062,2331,,,1714994046
12309550,2190,1865,,,,1714991869
12309551,2158,2506,,,,1714995097
12309552,1348,1514,,,,1714984486
12309554,2522,2696,,,,1715006526
12309555,1572,1932,4479,,,1715013268
12309556,2889,2536,,,,1715000206
12309559,,,,,,
12309560,,,,,,
12309561,,,,,,
12309562,,,,,,
12309585,,,,,,
12309587,4554,3507,,,,1715024850
12309588,3078,8426,,,,1714988222
12309589,2664,3329,2348,,,1715006550
12309590,3045,3611,5373,,,1715003799
12309591,3236,3993,,,,1715022892
12309592,1056,1980,,,,1715016353
12309593,1682,8309,3869,,,1714995320
12309594,2720,1911,,,,1715021337
12309595,2044,2814,,,,1715016624
12309596,3038,2303,,,,1715011220
12309597,3825,3570,,,,1715014124
12309598,1413,1940,,,,1715005539
12309599,1604,4336,,,,1714999085
12309600,,,,,,
12309601,2931,2059,,,,1715012538
12309602,2106,2070,3601,,,1715028250
12309611,4488,3277,,,,1715000952
12309612,2557,2087,3811,,,1714996667
12309613,,,,,,
12309619,2980,4517,,,,1714986020
12309620,3200,3801,,,,1714994840
12309621,3271,4771,1715,,,1715026181
12309622,3528,2071,2620,,,1715004191
12309623,2164,3914,,,,1715010285
12309624,3744,3544,,,,1715021249
12309627,2732,2393,2500,,,1715002306
12309628,3850,1852,,,,1715004443
12309629,2730,1995,3768,,,1715012195
12309630,4750,4159,,,,1715016160
12309631,2592,2166,,,,1715008288
12309632,2044,2771,,,,1714985241
12309633,2349,3363,3853,,,1714995082
12309634,3297,3288,,,,1715003355
12309635,2565,3373,,,,1715007716
12309636,3054,3558,3778,,,1715018975
12309639,2164,2276,2021,,,1715003477
12309640,3241,2658,2424,,,1714989132
12309641,2144,3129,,,,1714985173
12309642,1840,2460,1814,,,1714987219
12309643,2625,2895,3803,,,1715024773
12309644,2085,3178,,,,1714994709
12309645,2967,3950,4634,,,1714997585
12309647,2157,1974,2306,,,1714993418
12309648,,,,,,
12309649,,,,,,
12309650,,,,,,
12309651,,,,,,
12309652,,,,,,
12309653,,,,,,
12309654,,,,,,
12309655,,,,,,
12309656,,,,,,
12309657,,,,,,
12309658,,,,,,
12309659,,,,,,
12309660,,,,,,
12309661,3062,3020,,,,1715007706
12309698,,,,,,
12309699,,,,,,
12309700,,,,,,
12309744,1836,2367,1861,,,1715016222
12309775,,,,,,
12309781,3857,2759,,,,1715022818
12309842,2059,4173,1453,,,1715012772
12309843,2445,2160,,,,1715009053
12309844,1976,2714,,,,1715008395
12309845,1269,2072,,,,1715007617
12309846,2137,2279,,,,1715014174
12309847,2243,2548,987,,,1715020369
12309848,3510,1741,,,,1715021148
12309849,1817,2287,,,,1715026244
12309850,2619,3366,,,,1715020277
12309851,2181,2480,,,,1715019855
12309852,,,,,,
12309853,2051,1588,,,,1715024567
12309854,2367,2498,,,,1715027215
12309859,,,,,,1715018869
12309864,3105,3397,1109,,,1715005340
12309865,2504,3958,,,,1715007782
12309866,3232,2183,,,,1715002248
12309867,4361,2156,,,,1715018192
12309868,2866,3144,,,,1715022637
12309869,1710,4083,,,,1715008978
12309870,3101,2553,585,,,1715018154
12309871,2812,2655,,,,1715024236
12309884,3883,2410,3346,,,1715018794
12309885,2680,3432,,,,1715008009
12309886,4835,1737,2663,,,1715018868
12309887,2869,3691,4851,,,1715030035
