match_id,current_score,display_score,period_1,period_2,period_3,period_4,period_5,period_1_tie_break,period_2_tie_break,period_3_tie_break,period_4_tie_break,period_5_tie_break,normal_time
12315407,2,3,6,7,,,,,,,,,
12315536,2,2,7,6,,,,,,,,,
12315538,0,0,4,3,,,,,,,,,
12315539,1,1,7,3,1,,,,,,,,
12315540,3,2,7,7,,,,,,,,,
12315727,1,0,1,3,,,,,,,,,
12315852,2,2,7,7,,,,,,,,,
12316148,3,2,5,8,6,,,,,,,,
12316150,1,1,6,,,,,,,,,,
12316198,0,1,6,1,,,,,,,,,
12316199,2,2,5,6,7,,,,,,,,
12316222,0,0,4,6,,,,,,,,,
12316255,0,0,6,1,,,,6,,,,,
12316257,1,2,4,6,1,,,,,,,,
12316258,3,3,7,6,,,,,,,,,
12316259,1,0,3,2,,,,,,,,,
12316260,3,3,6,6,6,,,5,,,,,
12316300,2,3,7,7,,,,,,,,,
12316301,1,1,7,6,6,,,7,,8,,,
12316302,1,0,4,5,,,,,,,,,
12316303,2,3,7,6,,,,,,,,,
12316304,1,0,2,3,,,,,,,,,
12316305,2,3,3,8,7,,,,,,,,
12316306,3,3,5,8,7,,,,7,,,,
12316307,2,2,6,7,,,,,,,,,
12316308,0,1,3,2,,,,,,,,,
12316309,1,1,6,3,5,,,,,,,,
12316310,1,2,5,7,7,,,,7,4,,,
12316333,1,2,7,6,3,,,,,,,,
12316338,1,1,1,3,,,,,,,,,
12316339,2,1,8,3,5,,,,,,,,
12316340,2,3,6,7,,,,,,,,,
12316341,0,1,3,4,,,,,,,,,
12316343,1,0,6,1,,,,6,,,,,
12316377,3,2,6,6,,,,,,,,,
12316379,2,2,6,4,5,,,,,,,,
12316381,1,1,5,1,,,,,,,,,
12316417,3,3,7,8,,,,,9,,,,
12316418,2,2,7,6,,,,,,,,,
12316419,2,2,7,6,,,,,,,,,
12316420,0,0,4,1,,,,,,,,,
12316421,1,0,5,4,,,,,,,,,
12316422,0,1,1,1,,,,,,,,,
12316423,1,0,6,5,,,,,,,,,
12316424,2,2,7,6,,,,7,,,,,
12316425,2,3,3,8,6,,,,8,,,,
12316437,,,,,,,,,,,,,
12316438,3,2,6,7,8,,,,4,,,,
12316439,3,3,7,5,7,,,,,,,,
12316742,3,2,7,4,6,,,,,,,,
12317227,1,1,3,7,3,,,,,,,,
12317506,3,3,7,7,,,,,,,,,
12317507,3,2,7,7,,,,,8,,,,
12317508,2,3,7,8,,,,,,,,,
12317543,3,3,7,7,,,,,7,,,,
12317544,2,2,5,6,6,,,,,,,,
12317545,3,3,6,7,,,,,,,,,
12317575,2,1,6,3,4,,,,,,,,
12317597,0,0,4,0,,,,,,,,,
12317766,0,0,1,4,,,,,,,,,
12317767,1,1,1,5,,,,,,,,,
12317768,0,0,4,1,,,,,,,,,
12317769,2,2,6,7,,,,,,,,,
12318014,2,2,6,7,,,,,,,,,
12318056,0,1,4,4,,,,,,,,,
12318057,1,2,2,7,7,,,,,2,,,
12318273,2,3,6,8,,,,,,,,,
12318316,3,2,6,6,,,,,,,,,
12318319,1,1,1,4,,,,,,,,,
12318320,1,2,1,7,6,,,,,3,,,
12318331,2,1,8,0,1,,,,,,,,
12318332,1,1,2,1,,,,,,,,,
12318333,0,1,4,1,,,,,,,,,
12318353,1,1,4,2,,,,,,,,,
12318354,0,1,2,5,,,,,,,,,
12318355,2,2,5,7,6,,,,,,,,
12318356,,,,,,,,,,,,,
12318357,3,3,6,6,,,,,,,,,
12318358,2,2,6,6,,,,,,,,,
12318359,2,2,7,7,,,,,,,,,
12318360,1,0,3,0,,,,,,,,,
12318361,2,1,2,6,6,,,,,,,,
12318363,1,2,7,2,3,,,,,,,,
12318364,2,3,6,7,,,,,,,,,
12318365,2,2,6,1,2,,,,,,,,
12318383,2,1,6,4,4,,,,,,,,
12318384,1,2,7,4,3,,,,,,,,
12318388,2,2,4,7,7,,,,7,,,,
12318390,3,2,3,8,7,,,,,,,,
12318391,2,1,8,4,2,,,7,,,,,
12318393,3,2,6,6,8,,,,,7,,,
12318398,3,3,7,6,8,,,5,,7,,,
12318401,2,2,6,6,,,,,,,,,
12318430,3,3,7,7,,,,,,,,,
12318431,3,2,7,7,,,,,,,,,
12318438,2,2,6,2,1,,,,,,,,
12318439,2,1,5,7,3,,,,7,,,,
12318440,3,3,6,7,6,,,,,,,,
12318441,1,1,3,2,,,,,,,,,
12318442,0,1,4,5,,,,,,,,,
12318443,2,3,6,7,,,,,,,,,
12318445,2,2,6,7,,,,,,,,,
12318456,3,3,7,6,,,,,,,,,
12318457,,,,,,,,,,,,,
12318459,0,0,3,1,,,,,,,,,
12318471,3,3,7,7,,,,,,,,,
12318483,2,3,7,6,,,,,,,,,
12318484,1,1,2,1,,,,,,,,,
12318485,3,3,7,7,7,,,4,,,,,
12318486,2,1,8,4,0,,,8,,,,,
12318487,3,2,7,4,8,,,,,,,,
12318488,1,1,5,3,,,,,,,,,
12318490,2,3,0,6,6,,,,,,,,
12318491,3,2,8,7,,,,,,,,,
12318563,2,2,7,7,,,,,,,,,
12318569,1,1,2,5,,,,,,,,,
12318571,0,0,5,4,,,,,,,,,
12318575,3,3,6,0,6,,,,,,,,
12318576,0,1,5,3,,,,,,,,,
12318577,3,3,7,7,,,,,,,,,
12318578,2,2,7,6,,,,,,,,,
12318583,3,2,7,3,6,,,,,,,,
12318584,2,1,6,3,,,,,,,,,
12318588,,,,,,,,,,,,,
12318602,3,3,7,6,,,,,,,,,
12318611,0,1,2,2,,,,,,,,,
12318612,1,0,6,5,,,,1,,,,,
12318614,0,1,4,2,,,,,,,,,
12318615,2,2,2,8,2,,,,,,,,
12318616,2,2,7,4,3,,,,,,,,
12318618,2,2,7,6,,,,,,,,,
12318623,,,,,,,,,,,,,
12318633,2,3,7,7,,,,,,,,,
12318634,0,0,4,1,,,,,,,,,
12318635,2,3,6,7,,,,,,,,,
12318636,1,1,8,3,8,,,,,,,,
12318637,1,1,2,2,,,,,,,,,
12318638,1,1,3,5,,,,,,,,,
12318639,0,1,5,0,,,,,,,,,
12318640,2,3,7,7,,,,,,,,,
12318641,3,3,7,7,,,,,,,,,
12318645,1,1,7,2,2,,,,,,,,
12318646,3,3,6,7,,,,,,,,,
12318652,3,3,6,7,,,,,,,,,
12318666,3,3,6,6,,,,,,,,,
12318667,2,2,8,6,4,,,,5,,,,
12318668,2,2,6,6,,,,,,,,,
12318669,3,2,7,6,,,,,,,,,
12318670,3,2,6,7,,,,,,,,,
12318671,1,1,6,1,,,,,,,,,
12318672,1,1,4,6,4,,,,,,,,
12318673,2,2,7,6,,,,,,,,,
12318675,2,3,7,6,,,,,,,,,
12318676,1,0,2,6,,,,,2,,,,
12318684,3,3,6,6,,,,,,,,,
12318686,2,3,6,6,,,,,,,,,
12318687,1,1,3,7,1,,,,8,,,,
12318688,1,0,5,5,,,,,,,,,
12318689,0,1,4,4,,,,,,,,,
12318691,3,2,7,6,,,,,,,,,
12318692,1,1,6,,,,,,,,,,
12318701,2,1,7,4,3,,,,,,,,
12318702,1,1,1,4,,,,,,,,,
12318716,2,2,6,6,6,,,7,,,,,
12318734,3,2,7,7,,,,,,,,,
12318768,0,0,4,3,,,,,,,,,
12318825,2,1,7,7,5,,,,2,,,,
12318835,2,1,8,2,3,,,,,,,,
12318836,3,2,6,6,,,,,,,,,
12318837,0,1,3,3,,,,,,,,,
12318838,3,3,7,6,,,,,,,,,
12318841,0,1,3,4,,,,,,,,,
12318842,2,3,6,6,,,,,,,,,
12318845,2,2,4,8,6,,,,7,,,,
12318846,2,2,4,7,7,,,,,,,,
12318847,2,3,6,4,6,,,,,,,,
12318848,2,2,7,8,,,,,8,,,,
12318853,,,,,,,,,,,,,
12318856,2,2,7,6,,,,,,,,,
12318858,1,0,6,4,,,,4,,,,,
12318859,1,1,4,6,,,,,,,,,
12318860,0,1,3,4,,,,,,,,,
12318862,1,1,2,6,5,,,,,,,,
12318865,2,3,6,6,8,,,3,,8,,,
12318889,1,1,7,4,4,,,,,,,,
12318890,3,3,7,6,,,,,,,,,
12318896,2,2,7,7,,,,,,,,,
12318901,3,3,6,5,7,,,,,,,,
12318958,1,1,2,0,,,,,,,,,
12318983,1,2,4,8,3,,,,,,,,
12318984,2,2,7,7,,,,,,,,,
12318985,1,2,8,4,,,,8,,,,,
12318986,1,0,4,4,,,,,,,,,
12318987,0,0,3,3,,,,,,,,,
12319054,3,2,6,7,,,,,,,,,
12319055,2,3,4,6,7,,,,,,,,
12319056,2,2,6,2,5,,,,,,,,
12319057,1,0,5,3,,,,,,,,,
12319086,,,,,,,,,,,,,
12319087,0,1,1,1,,,,,,,,,
12319238,2,2,7,3,6,,,,,,,,
12319319,1,0,7,7,,,,6,5,,,,
12319322,3,3,5,6,6,,,,,,,,
12319326,3,3,6,7,,,,,,,,,
12319327,0,0,1,2,,,,,,,,,
12319354,1,1,6,2,3,,,,,,,,
12319450,2,2,7,7,,,,7,,,,,
12319705,1,1,5,5,,,,,,,,,
12319706,0,1,2,3,,,,,,,,,
12319707,1,1,1,4,,,,,,,,,
12319708,2,3,7,7,,,,,,,,,
12319709,3,2,6,3,7,,,,,,,,
12319710,2,2,4,6,5,,,,,,,,
12319712,2,2,6,7,,,,,,,,,
12319720,2,3,6,7,,,,,,,,,
12319721,3,3,6,6,,,,,,,,,
12319743,1,1,1,6,5,,,,,,,,
12319762,0,1,4,3,,,,,,,,,
12320150,0,1,4,2,,,,,,,,,
12320164,2,2,6,7,6,,,,,,,,
12320165,3,3,7,8,,,,,7,,,,
12320202,0,0,7,5,,,,10,,,,,
12320203,3,2,4,7,6,,,,,,,,
12320204,3,3,6,7,,,,,,,,,
12320205,2,2,6,6,,,,,,,,,
12320206,0,1,3,4,,,,,,,,,
12320213,1,2,2,7,5,,,,,,,,
12320223,0,1,6,4,,,,5,,,,,
12320256,1,2,5,6,2,,,,,,,,
12320297,2,1,6,6,7,,,8,,5,,,
12320310,3,3,8,8,,,,8,,,,,
12320311,3,2,6,7,,,,,,,,,
12320313,1,2,7,5,4,,,,,,,,
12320348,3,2,8,6,,,,9,,,,,
12320349,3,3,6,6,,,,,,,,,
12320529,2,2,7,6,,,,,,,,,
12320537,2,2,5,7,5,,,,,,,,
12320538,0,0,4,6,,,,,5,,,,
12320539,2,3,7,6,,,,,,,,,
12320542,2,2,7,7,,,,,,,,,
12320543,2,3,6,6,,,,,,,,,
12320545,2,2,7,7,8,,,8,6,11,,,
12320570,1,0,7,4,,,,4,,,,,
12320571,0,1,3,1,,,,,,,,,
12320583,1,2,2,7,4,,,,,,,,
12320585,1,0,6,5,,,,7,,,,,
12320586,3,3,7,6,,,,,,,,,
12320602,2,2,7,3,1,,,7,,,,,
12320603,2,3,6,7,,,,,,,,,
12320604,3,3,6,7,,,,,,,,,
12320606,0,1,3,5,,,,,,,,,
12320613,2,3,1,7,6,,,,7,,,,
12320614,3,3,7,3,6,,,,,,,,
12320615,1,1,1,6,,,,,4,,,,
12320616,1,2,8,4,4,,,,,,,,
12320617,0,1,3,6,,,,,7,,,,
12320618,2,2,7,1,3,,,7,,,,,
12320638,2,3,7,7,,,,,,,,,
12320649,1,0,3,2,,,,,,,,,
12320650,2,2,8,6,,,,,,,,,
12320655,1,0,4,2,,,,,,,,,
12320656,0,1,3,2,,,,,,,,,
12320657,2,3,6,7,,,,,,,,,
12320658,1,0,2,4,,,,,,,,,
12320663,1,1,4,8,2,,,,,,,,
12320713,3,2,8,6,,,,,,,,,
12320733,0,1,7,2,,,,4,,,,,
12320749,2,1,2,8,6,,,,,14,,,
12320760,1,2,7,2,,,,,,,,,
12320772,2,1,2,6,4,,,,,,,,
12320796,1,1,6,6,5,,,,,,,,
12320798,2,3,8,6,,,,,,,,,
12320799,3,2,4,7,7,,,,8,,,,
12320801,2,2,7,7,,,,,7,,,,
12320814,2,2,6,7,,,,,,,,,
12320819,2,3,7,6,,,,,,,,,
12320820,0,0,5,2,,,,,,,,,
12320821,3,3,6,7,,,,,,,,,
12320822,2,3,6,7,6,,,,6,,,,
12320823,1,1,3,2,,,,,,,,,
12320830,3,3,7,6,,,,,,,,,
12320843,1,2,2,6,3,,,,,,,,
12320870,2,2,5,7,7,,,,,,,,
12320871,2,3,4,6,7,,,,,,,,
12320872,2,2,7,6,,,,,,,,,
12320873,3,2,6,5,8,,,,,8,,,
12320884,3,2,7,6,6,,,,,,,,
12320885,1,2,8,0,1,,,,,,,,
12320969,2,3,7,7,7,,,,6,,,,
12321026,3,2,6,6,,,,,,,,,
12321038,1,0,4,5,,,,,,,,,
12321051,1,2,7,7,2,,,,5,,,,
12321052,2,2,7,6,4,,,,2,,,,
12321068,0,1,3,5,,,,,,,,,
12321075,1,0,5,6,,,,,,,,,
12321084,3,2,5,6,6,,,,,,,,
12321116,1,1,5,4,,,,,,,,,
12321128,1,1,5,5,,,,,,,,,
12321134,3,2,6,7,,,,,,,,,
12321142,1,2,7,7,3,,,7,5,,,,
12321157,2,1,6,2,5,,,,,,,,
12321231,2,3,6,7,,,,,,,,,
12321246,2,1,1,7,3,,,,,,,,
12322380,3,3,7,4,7,,,,,,,,
12322622,0,0,5,,,,,,,,,,
12296880,2,3,8,2,6,,,,,,,,
12296882,3,3,4,7,8,,,,,,,,
12296883,1,0,4,4,,,,,,,,,
12296884,2,2,3,6,3,,,,,,,,
12296889,2,3,1,7,7,,,,,,,,
12296890,2,1,6,6,5,,,4,,,,,
12296903,1,1,5,1,,,,,,,,,
12296904,2,1,7,6,3,,,,4,,,,
12296906,2,3,8,6,,,,8,,,,,
12296907,3,2,7,7,,,,,,,,,
12296912,2,2,6,7,7,,,,,,,,
12296914,2,2,7,6,,,,8,,,,,
12296917,2,2,4,6,3,,,,,,,,
12296926,2,3,8,3,7,,,7,,,,,
12296927,1,1,5,7,4,,,,,,,,
12296928,1,0,1,7,,,,,3,,,,
12296929,3,2,6,7,,,,,,,,,
12296932,3,2,2,6,6,,,,,,,,
12296933,2,3,7,3,7,,,,,,,,
12296935,1,1,2,6,,,,,,,,,
12296938,1,1,2,1,,,,,,,,,
12296939,0,1,2,0,,,,,,,,,
12296947,0,0,7,2,,,,6,,,,,
12296948,2,2,6,6,,,,,,,,,
12296952,3,3,7,7,,,,,,,,,
12296953,2,3,8,6,,,,9,,,,,
12296955,1,0,3,4,,,,,,,,,
12296957,0,1,3,3,,,,,,,,,
12296976,2,2,8,7,,,,8,,,,,
12296977,2,2,6,5,8,,,,,,,,
12296982,,,,,,,,,,,,,
12296983,1,0,4,6,,,,,10,,,,
12296984,2,2,7,1,6,,,8,,,,,
12296985,0,0,5,1,,,,,,,,,
12296986,0,1,5,7,,,,,1,,,,
12296987,3,2,7,6,,,,,,,,,
12296991,2,1,6,4,7,,,,,,,,
12296992,,,,,,,,,,,,,
12296994,2,3,6,6,,,,,,,,,
12296995,2,1,7,7,7,,,,2,,,,
12296996,,,,,,,,,,,,,
12296997,,,,,,,,,,,,,
12299514,3,2,7,6,,,,,,,,,
12299517,1,0,6,4,,,,5,,,,,
12299520,3,3,6,7,,,,,,,,,
12299524,2,3,6,7,,,,,,,,,
12299529,0,0,2,7,,,,,7,,,,
12299531,1,0,5,3,,,,,,,,,
12299532,0,1,6,5,,,,,,,,,
12299535,3,3,1,6,7,,,,,,,,
12299536,2,3,6,6,,,,,,,,,
12299537,2,3,7,6,,,,,,,,,
12299538,1,0,3,6,,,,,5,,,,
12299539,3,3,7,7,,,,,,,,,
12299541,1,0,5,5,,,,,,,,,
12299542,3,3,4,7,6,,,,,,,,
12299543,2,2,6,6,,,,,,,,,
12299544,0,0,5,0,,,,,,,,,
12299545,2,2,7,6,,,,,,,,,
12299546,1,1,7,3,7,,,,,5,,,
12299547,2,2,6,6,,,,,,,,,
12299548,0,0,1,4,,,,,,,,,
12299549,2,2,7,7,5,,,6,,,,,
12299550,3,2,6,7,,,,,,,,,
12299551,1,1,6,4,,,,,,,,,
12299555,1,1,3,3,,,,,,,,,
12299574,0,0,3,6,,,,,,,,,
12302270,3,3,5,6,7,,,,,,,,
12302274,2,3,7,8,,,,,10,,,,
12302276,2,2,6,4,3,,,,,,,,
12302277,3,3,7,6,,,,,,,,,
12302279,2,2,6,6,,,,,,,,,
12302281,2,2,7,8,,,,,7,,,,
12302282,2,3,7,7,,,,,,,,,
12302283,2,1,5,7,5,,,,,,,,
12302285,2,3,5,8,7,,,,,,,,
12302289,2,2,3,7,6,,,,,,,,
12302290,,,,,,,,,,,,,
12302291,0,0,1,2,,,,,,,,,
12302299,1,1,4,3,,,,,,,,,
12302300,3,2,4,6,6,,,,,,,,
12302301,1,2,6,2,2,,,,,,,,
12302302,2,3,7,7,,,,,,,,,
12302304,1,1,0,7,4,,,,,,,,
12302310,3,3,6,6,,,,,,,,,
12302315,1,0,1,,,,,,,,,,
12302317,3,2,8,6,,,,,,,,,
12302318,3,3,7,7,,,,,,,,,
12302319,2,1,7,0,,,,,,,,,
12302320,1,1,2,6,5,,,,,,,,
12302321,2,2,6,6,,,,,,,,,
12302322,2,2,8,2,6,,,7,,,,,
12302323,2,1,7,5,3,,,,,,,,
12302324,2,2,7,7,7,,,5,,,,,
12302325,1,1,3,6,,,,,6,,,,
12302326,3,3,6,6,,,,,,,,,
12302330,,,,,,,,,,,,,
12302332,1,0,4,2,,,,,,,,,
12311410,3,3,5,6,6,,,,,,,,
12311906,1,2,5,6,2,,,,,,,,
12311908,2,3,7,7,,,,,,,,,
12311910,0,1,7,5,,,,7,,,,,
12311911,,,,,,,,,,,,,
12311912,1,2,7,4,4,,,,,,,,
12311913,2,3,6,6,7,,,,5,,,,
12311914,1,1,4,4,,,,,,,,,
12311915,2,1,6,4,5,,,,,,,,
12311917,2,2,7,7,,,,,,,,,
12313261,3,3,7,6,,,,8,,,,,
12315171,2,2,6,6,3,,,7,,,,,
12316303,2,2,7,7,,,,,,,,,
12316305,3,2,3,8,7,,,,,,,,
12316306,2,3,4,8,6,,,,7,,,,
12316310,1,1,6,8,7,,,,8,5,,,
12316341,1,0,2,4,,,,,,,,,
12316343,0,1,7,1,,,,7,,,,,
12316381,1,1,5,1,,,,,,,,,
12316742,3,2,7,4,6,,,,,,,,
12317227,2,1,3,7,2,,,,,,,,
12318332,1,0,3,1,,,,,,,,,
12318333,1,0,4,2,,,,,,,,,
12318364,3,2,7,7,,,,,,,,,
12318391,2,2,8,4,3,,,7,,,,,
12318430,3,3,7,6,,,,,,,,,
12318431,3,2,6,6,,,,,,,,,
12318439,1,1,6,8,4,,,,8,,,,
12318456,3,3,6,6,,,,,,,,,
12318457,,,,,,,,,,,,,
12318487,3,3,6,4,8,,,,,,,,
12318611,0,1,2,2,,,,,,,,,
12318618,3,2,6,6,,,,,,,,,
12318668,2,2,6,7,,,,,,,,,
12318670,2,3,6,6,,,,,,,,,
12318687,2,1,4,8,1,,,,8,,,,
12318691,3,3,6,7,,,,,,,,,
12318692,2,2,6,,,,,,,,,,
12318702,0,1,1,5,,,,,,,,,
12318716,2,3,6,6,6,,,7,,,,,
12318835,1,2,8,2,2,,,,,,,,
12318836,2,3,7,7,,,,,,,,,
12318848,2,2,6,8,,,,,8,,,,
12318889,2,1,7,4,5,,,,,,,,
12318901,2,3,6,4,6,,,,,,,,
12319054,3,2,6,6,,,,,,,,,
12319056,1,1,7,1,5,,,,,,,,
12319057,1,0,5,2,,,,,,,,,
12319087,0,0,2,1,,,,,,,,,
12319319,0,1,7,7,,,,5,5,,,,
12319322,2,3,4,7,6,,,,,,,,
12319326,2,2,7,7,,,,,,,,,
12319354,2,1,7,3,3,,,,,,,,
12319450,3,3,8,7,,,,7,,,,,
12319705,0,1,6,4,,,,,,,,,
12319706,1,1,2,4,,,,,,,,,
12319707,0,0,1,4,,,,,,,,,
12319708,2,3,7,7,,,,,,,,,
12319709,3,3,6,3,6,,,,,,,,
12319710,2,2,4,6,4,,,,,,,,
12319712,3,2,7,7,,,,,,,,,
12319720,2,3,6,6,,,,,,,,,
12319721,2,2,7,6,,,,,,,,,
12319743,1,2,1,6,5,,,,,,,,
12319762,1,0,5,2,,,,,,,,,
12320150,0,1,4,1,,,,,,,,,
12320164,3,2,5,6,6,,,,,,,,
12320165,3,2,6,8,,,,,7,,,,
12320202,1,0,7,5,,,,9,,,,,
12320203,3,2,5,7,7,,,,,,,,
12320204,3,3,6,6,,,,,,,,,
12320205,2,3,7,6,,,,,,,,,
12320206,1,0,4,3,,,,,,,,,
12320213,2,2,2,7,4,,,,,,,,
12320223,1,1,7,4,,,,6,,,,,
12320256,1,1,6,6,3,,,,,,,,
12320297,2,1,7,7,7,,,9,,6,,,
12320310,2,3,7,8,,,,9,,,,,
12320311,2,3,6,6,,,,,,,,,
12320313,1,2,7,6,4,,,,,,,,
12320348,3,3,8,6,,,,8,,,,,
12320349,3,3,6,6,,,,,,,,,
12320539,2,3,6,6,,,,,,,,,
12320542,3,3,7,6,,,,,,,,,
12320545,2,2,7,7,8,,,8,7,11,,,
12320570,1,0,7,3,,,,4,,,,,
12320571,1,0,2,1,,,,,,,,,
12320583,1,2,2,7,4,,,,,,,,
12320585,1,0,7,5,,,,8,,,,,
12320586,3,2,6,7,,,,,,,,,
12320602,2,1,7,4,1,,,8,,,,,
12320603,2,3,7,6,,,,,,,,,
12320604,2,3,7,7,,,,,,,,,
12320606,1,1,3,5,,,,,,,,,
12320613,3,2,2,8,7,,,,7,,,,
12320614,2,3,6,4,6,,,,,,,,
12320615,0,0,2,6,,,,,4,,,,
12320616,2,1,8,5,3,,,,,,,,
12320617,0,0,4,6,,,,,7,,,,
12320618,2,1,8,1,4,,,7,,,,,
12320638,3,3,6,7,,,,,,,,,
12320649,1,0,4,3,,,,,,,,,
12320650,3,3,8,6,,,,,,,,,
12320655,1,1,3,2,,,,,,,,,
12320656,0,0,3,1,,,,,,,,,
12320657,2,2,7,7,,,,,,,,,
12320658,0,0,2,4,,,,,,,,,
12320663,2,1,4,7,2,,,,,,,,
12320713,3,2,7,7,,,,,,,,,
12320733,1,1,6,2,,,,5,,,,,
12320749,1,2,2,8,7,,,,,15,,,
12320760,2,1,6,1,,,,,,,,,
12320772,1,2,2,7,4,,,,,,,,
12320796,1,2,7,6,4,,,,,,,,
12320798,3,3,7,7,,,,,,,,,
12320799,3,3,4,7,7,,,,8,,,,
12320801,2,2,7,7,,,,,8,,,,
12320814,3,2,6,6,,,,,,,,,
12320819,3,2,6,6,,,,,,,,,
12320820,0,0,4,2,,,,,,,,,
12320821,3,3,7,8,,,,,,,,,
12320822,3,2,7,7,7,,,,6,,,,
12320823,0,1,3,1,,,,,,,,,
12320830,2,2,7,6,,,,,,,,,
12320843,2,1,3,6,3,,,,,,,,
12320870,3,2,4,7,7,,,,,,,,
12320871,2,3,4,6,7,,,,,,,,
12320872,3,2,6,7,,,,,,,,,
12320873,3,3,6,5,8,,,,,8,,,
12320884,2,2,6,5,7,,,,,,,,
12320885,1,1,8,1,0,,,,,,,,
12320969,2,2,6,7,8,,,,6,,,,
12321026,2,3,6,6,,,,,,,,,
12321031,2,2,8,2,0,,,8,,,,,
12321038,1,0,3,5,,,,,,,,,
12321051,2,2,6,6,1,,,,4,,,,
12321052,1,1,6,6,3,,,,3,,,,
12321068,1,1,3,5,,,,,,,,,
12321075,0,1,5,5,,,,,,,,,
12321084,2,3,4,6,6,,,,,,,,
12321094,0,1,3,2,,,,,,,,,
12321116,0,0,6,4,,,,,,,,,
12321128,0,1,6,5,,,,,,,,,
12321134,2,3,7,7,,,,,,,,,
12321141,0,1,4,4,,,,,,,,,
12321142,2,1,8,7,3,,,7,4,,,,
12321157,1,1,7,2,5,,,,,,,,
12321191,1,1,4,5,,,,,,,,,
12321231,3,2,7,6,,,,,,,,,
12321246,2,1,1,7,4,,,,,,,,
12321293,0,0,6,4,,,,,,,,,
12321419,1,0,1,4,,,,,,,,,
12321473,1,1,4,6,3,,,,,,,,
12321510,1,0,2,0,,,,,,,,,
12321511,2,1,6,8,,,,5,,,,,
12321535,2,3,3,8,7,,,,7,,,,
12321536,3,3,7,0,8,,,,,,,,
12321588,,,,,,,,,,,,,
12322019,1,1,3,3,,,,,,,,,
12322043,3,2,6,8,,,,,7,,,,
12322052,2,3,6,6,,,,,,,,,
12322067,1,2,7,5,5,,,,,,,,
12322257,3,2,6,5,6,,,,,,,,
12322286,1,0,3,5,,,,,,,,,
12322291,2,2,6,7,6,,,6,,,,,
12322380,2,3,7,4,7,,,,,,,,
12322555,2,2,7,7,,,,,,,,,
12322576,2,2,7,6,,,,,,,,,
12322578,3,2,6,6,,,,,,,,,
12322587,2,2,7,6,,,,,,,,,
12322599,1,1,5,4,,,,,,,,,
12322622,1,1,5,,,,,,,,,,
12322628,3,2,2,6,6,,,,,,,,
12322629,2,3,6,6,,,,,,,,,
12322637,3,2,7,2,8,,,,,,,,
12322658,1,1,3,4,,,,,,,,,
12322659,0,0,7,2,,,,6,,,,,
12322660,2,1,6,8,0,,,,,,,,
12322661,1,1,2,4,,,,,,,,,
12322662,3,3,7,6,,,,,,,,,
12322663,2,3,7,7,6,,,,9,,,,
12322664,2,2,6,6,,,,,,,,,
12322671,1,1,4,3,,,,,,,,,
12322672,2,3,6,7,,,,,,,,,
12322717,3,2,7,7,,,,,,,,,
12322734,2,2,7,7,,,,,,,,,
12322735,3,3,7,5,7,,,,,,,,
12322741,1,2,6,7,4,,,,7,,,,
12322742,1,2,6,4,4,,,,,,,,
12322743,0,0,7,1,,,,7,,,,,
12322744,1,0,5,4,,,,,,,,,
12322745,0,0,4,6,,,,,,,,,
12322754,3,3,7,7,,,,,,,,,
12322760,3,2,6,6,,,,,,,,,
12322775,1,1,2,5,,,,,,,,,
12322785,0,0,5,1,,,,,,,,,
12322791,3,3,6,4,6,,,,,,,,
12322815,3,2,6,8,,,,,7,,,,
12322857,0,0,4,4,,,,,,,,,
12322866,1,0,7,4,,,,2,,,,,
12322880,2,3,6,7,,,,,,,,,
12322885,1,0,3,2,,,,,,,,,
12322931,3,3,6,7,,,,,,,,,
12322979,3,3,0,6,8,,,,,8,,,
12322980,1,0,4,3,,,,,,,,,
12323554,2,3,7,6,,,,,,,,,
12323743,0,1,5,1,,,,,,,,,
12324282,3,3,7,6,,,,,,,,,
12325552,2,2,5,7,5,,,,,,,,
12325599,2,3,7,7,,,,,,,,,
12325613,0,0,0,2,,,,,,,,,
12325623,2,2,7,5,7,,,,,,,,
12296880,2,2,8,2,7,,,,,,,,
12296885,0,0,5,1,,,,,,,,,
12296889,2,2,2,6,7,,,,,,,,
12296903,0,1,5,0,,,,,,,,,
12296907,2,2,8,6,,,,,,,,,
12296916,2,2,6,8,,,,,,,,,
12296917,1,1,4,7,3,,,,,,,,
12296932,2,2,3,7,7,,,,,,,,
12296935,1,0,2,5,,,,,,,,,
12296937,2,3,7,3,7,,,,,8,,,
12296939,1,0,3,1,,,,,,,,,
12296947,0,1,6,2,,,,6,,,,,
12296950,2,2,6,6,,,,,,,,,
12296959,2,2,7,3,1,,,12,,,,,
12296976,2,2,7,7,,,,7,,,,,
12296981,0,1,5,5,,,,,,,,,
12296983,1,0,3,6,,,,,10,,,,
12296984,3,3,7,2,6,,,8,,,,,
12296985,0,0,4,0,,,,,,,,,
12296986,0,0,6,6,,,,,2,,,,
12296990,3,3,6,7,,,,,,,,,
12296992,,,,,,,,,,,,,
12296993,,,,,,,,,,,,,
12296995,2,1,7,7,7,,,,3,,,,
12299513,1,1,3,4,,,,,,,,,
12299514,2,2,7,7,,,,,,,,,
12299515,3,3,6,5,8,,,,,9,,,
12299517,1,0,7,5,,,,4,,,,,
12299520,2,3,6,6,,,,,,,,,
12299521,2,3,7,8,,,,8,9,,,,
12299522,0,0,4,5,,,,,,,,,
12299523,1,0,2,3,,,,,,,,,
12299524,3,2,7,7,,,,,,,,,
