match_id,city,stadium,venue_id,country
12316145,Saint-Gaudens,Court 1,21612,France
12316146,Saint-Gaudens,Court 1,21612,France
12316147,Saint-Gaudens,Centre Court,44336,France
12316148,Saint-Gaudens,Court 1,21612,France
12316149,Saint-Gaudens,Court 2,21611,France
12316151,Saint-Gaudens,Court 1,21612,France
12316152,Saint-Gaudens,Court 2,21611,France
12316299,Rome,Grandstand,25151,Italy
12316300,Rome,Pietrangeli,21629,Italy
12316334,Rome,Court 13,39366,Italy
12316335,Rome,Court 1,21628,Italy
12316336,Rome,Court 4,21565,Italy
12316337,Rome,Court 4,21565,Italy
12316421,Zephyrhills,Court 5,39074,USA
12317691,Valldoreix,Court 1,21626,Spain
12317693,Trnava,CENTRE COURT,24552,Slovakia
12318235,Saint-Gaudens,Centre Court,44336,France
12318359,Bucharest,Court 7,17971,Romania
12296881,Wuxi,Court 1,44305,China
12296886,Wuxi,Center Court,44308,China
12296887,Wuxi,Court 4,44306,China
12296888,Wuxi,Court 4,44306,China
12296891,Wuxi,Center Court,44308,China
12296892,Wuxi,Court 1,44305,China
12296893,Wuxi,Center Court,44308,China
12296894,Wuxi,Center Court,44308,China
12296905,Francavilla al Mare,Centre Court,21300,Italy
12296908,Francavilla al Mare,Centre Court,21300,Italy
12296909,Francavilla al Mare,Grandstand,21301,Italy
12296910,Francavilla al Mare,Grandstand,21301,Italy
12296911,Francavilla al Mare,Centre Court,21300,Italy
12296913,Francavilla al Mare,Centre Court,21300,Italy
12296925,Prague,Centre Court,33461,Czech Republic
12296926,Prague,Court 2,17438,Czech Republic
12296927,Prague,Court 3,44324,Czech Republic
12296930,Prague,Court 2,17438,Czech Republic
12296931,Prague,Court 2,17438,Czech Republic
12296934,Prague,Centre Court,33461,Czech Republic
12296936,Prague,Court 3,44324,Czech Republic
12296938,Prague,Centre Court,33461,Czech Republic
12296948,Mauthausen,Center Court,34690,Austria
12296949,Mauthausen,Court 1,34691,Austria
12296951,Mauthausen,Court 1,34691,Austria
12296954,Mauthausen,Center Court,34690,Austria
12296956,Mauthausen,Center Court,34690,Austria
12296958,Mauthausen,Court 1,34691,Austria
12296960,Mauthausen,Court 1,34691,Austria
12296961,Mauthausen,Center Court,34690,Austria
12296978,Santos,Quadra Central,44314,Brazil
12296979,Santos,Quadra Central,44314,Brazil
12296980,Santos,Quadra Central,44314,Brazil
12296988,Santos,Quadra Central,44314,Brazil
12302303,Rome,Court 4,21565,Italy
12302306,Rome,Court 12,39351,Italy
12302313,Rome,Court 12,39351,Italy
12302314,Rome,Stadio Centrale,18504,Italy
12302321,Rome,Grandstand,25151,Italy
12302327,Rome,Court 2,21631,Italy
12302329,Rome,Court 4,21565,Italy
12306776,Francavilla al Mare,Centre Court,21300,Italy
12306780,Francavilla al Mare,Centre Court,21300,Italy
12306789,Mauthausen,Court 1,34691,Austria
12306792,Prague,Court 2,17438,Czech Republic
12306793,Prague,Centre Court,33461,Czech Republic
12306797,Prague,Court 2,17438,Czech Republic
12306798,Prague,Court 3,44324,Czech Republic
12306802,Prague,Court 2,17438,Czech Republic
12307334,Santos,Quadra Central,44314,Brazil
12307340,Santos,Quadra 3,44315,Brazil
12307346,Santos,Quadra 1,44313,Brazil
12307352,Santos,Quadra Central,44314,Brazil
12307358,Santos,Quadra Central,44314,Brazil
12307363,Santos,Quadra 3,44315,Brazil
12307370,Santos,Quadra Central,44314,Brazil
12307376,Santos,Quadra 1,44313,Brazil
12309745,Santos,Quadra 3,44315,Brazil
12309746,Santos,Quadra Central,44314,Brazil
12309748,Santos,Quadra 1,44313,Brazil
12309749,Santos,Quadra 1,44313,Brazil
12309750,Santos,Quadra 1,44313,Brazil
12309751,Santos,Quadra 3,44315,Brazil
12310120,Tbilisi,Court 2,21380,Georgia
12310124,Tbilisi,Court 4,21449,Georgia
12310128,Trnava,CENTRE COURT,24552,Slovakia
12310130,Trnava,Court 13,21592,Slovakia
12310133,Trnava,Court 14,21593,Slovakia
12310135,Trnava,CENTRE COURT,24552,Slovakia
12310137,Trnava,CENTRE COURT,24552,Slovakia
12310700,Luan,Court 1,21576,China
12311066,Tbilisi,Court 1,21378,Georgia
12311068,Tbilisi,Court 3,21379,Georgia
12311070,Tbilisi,Center Court,25074,Georgia
12311266,Tbilisi,Court 1,21378,Georgia
12311390,Rome,Stadio Centrale,18504,Italy
12311391,Rome,Grandstand,25151,Italy
12311392,Rome,Court 2,21631,Italy
12311393,Rome,Court 1,21628,Italy
12311394,Rome,Stadio Centrale,18504,Italy
12311395,Rome,Court 4,21565,Italy
12311396,Rome,Court 13,39366,Italy
12311398,Rome,Court 13,39366,Italy
12311399,Rome,Stadio Centrale,18504,Italy
12311400,Rome,Pietrangeli,21629,Italy
12311402,Rome,Grandstand,25151,Italy
12311403,Rome,Court 12,39351,Italy
12311404,Rome,Court 1,21628,Italy
12311405,Rome,Pietrangeli,21629,Italy
12311406,Rome,Grandstand,25151,Italy
12311407,Rome,Stadio Centrale,18504,Italy
12311408,Rome,Court 1,21628,Italy
12311409,Rome,Court 3,21632,Italy
12311410,Rome,Court 1,21628,Italy
12311412,Prague,Centre Court,33461,Czech Republic
12311414,Prague,Centre Court,33461,Czech Republic
12311415,Prague,Court 4,17440,Czech Republic
12311416,Prague,Court 3,44324,Czech Republic
12311417,Prague,Court 4,17440,Czech Republic
12311418,Prague,Court 3,44324,Czech Republic
12311419,Prague,Court 4,17440,Czech Republic
12311429,Tbilisi,Center Court,25074,Georgia
12311713,Mauthausen,Court 2,34692,Austria
12311715,Mauthausen,Center Court,34690,Austria
12311799,Prague,Court 7,18297,Czech Republic
12311800,Prague,Court 6,39272,Czech Republic
12311802,Prague,Court 6,39272,Czech Republic
12311803,Prague,Court 8,39270,Czech Republic
12311804,Prague,Court 6,39272,Czech Republic
12311805,Prague,Court 5,39269,Czech Republic
12311806,Prague,Court 5,39269,Czech Republic
12311807,Prague,Court 7,18297,Czech Republic
12311809,Francavilla al Mare,Centre Court,21300,Italy
12311810,Francavilla al Mare,Grandstand,21301,Italy
12311811,Francavilla al Mare,Court 1,21302,Italy
12311863,Antalya,Court 2,31437,Turkey
12311865,Antalya,Court 21,28266,Turkey
12311870,Antalya,Court 3,18122,Turkey
12311872,Antalya,Court 5,18121,Turkey
12311899,Rome,Court 13,39366,Italy
12311900,Rome,Pietrangeli,21629,Italy
12311901,Rome,Court 2,21631,Italy
12311902,Rome,Court 12,39351,Italy
12311903,Rome,Court 12,39351,Italy
12311904,Rome,Stadio Centrale,18504,Italy
12311905,Rome,Court 2,21631,Italy
12311907,Rome,Court 1,21628,Italy
12311909,Rome,Court 13,39366,Italy
12311911,Rome,Stadio Centrale,18504,Italy
12311916,Rome,Grandstand,25151,Italy
12311996,Bastad,Court 2,22355,Sweden
12312008,Bastad,Court 1,17462,Sweden
12312024,Kursumlijska Banja,Court 2,39050,Serbia
12312026,Kursumlijska Banja,Court 4,39044,Serbia
12312033,Kursumlijska Banja,COURT VIKTOR TROICKI,39706,Serbia
12312078,Trnava,Court 14,21593,Slovakia
12312112,Monastir,Court 4,23364,Tunisia
12312113,Monastir,Court Central,23948,Tunisia
12312268,Ivancna Gorica,Indoor 2,44355,Slovenia
12312269,Ivancna Gorica,Court 3,44330,Slovenia
12312278,Ivancna Gorica,Court 1,44332,Slovenia
12312280,Ivancna Gorica,Indoor 1,44356,Slovenia
12312281,Ivancna Gorica,Court 2,44333,Slovenia
12312282,Ivancna Gorica,Court 3,44330,Slovenia
12312283,Ivancna Gorica,Court 1,44332,Slovenia
12312286,Ivancna Gorica,Indoor 2,44355,Slovenia
12312364,Trnava,Court 14,21593,Slovakia
12312407,Rome,Court 13,39366,Italy
12312507,Ivancna Gorica,Court 2,44333,Slovenia
12312542,Rome,Court 12,39351,Italy
12312578,Rome,Pietrangeli,21629,Italy
12312602,Rome,Court 1,21628,Italy
12312635,Rome,Court 4,21565,Italy
12312668,Rome,Court 6,21630,Italy
12312791,Sopo,Campo 2,44342,Colombia
12312792,Sopo,Campo 3,44341,Colombia
12312793,Sopo,Campo Central,44311,Colombia
12312794,Sopo,Campo 1,44340,Colombia
12312795,Sopo,Campo 3,44341,Colombia
12312796,Sopo,Campo Central,44311,Colombia
12312797,Sopo,Campo 1,44340,Colombia
12312798,Sopo,Campo 2,44342,Colombia
12312799,Sopo,Campo 2,44342,Colombia
12312801,Sopo,Campo 1,44340,Colombia
12312842,Santos,Quadra Central,44314,Brazil
12312873,Trelew,Court 2,44338,Argentina
12312875,Trelew,Cancha Central,44339,Argentina
12312876,Trelew,Court 2,44338,Argentina
12312877,Trelew,Cancha Central,44339,Argentina
12312878,Trelew,Court 2,44338,Argentina
12312879,Trelew,Court 2,44338,Argentina
12312882,Trelew,Cancha Central,44339,Argentina
12312883,Trelew,Cancha Central,44339,Argentina
12312885,Rome,Court 2,21631,Italy
12312899,Rome,Grandstand,25151,Italy
12312978,Santos,Quadra Central,44314,Brazil
12312979,Santos,Quadra 1,44313,Brazil
12312980,Santos,Quadra 1,44313,Brazil
12312981,Santos,Quadra 3,44315,Brazil
12312982,Santos,Quadra 3,44315,Brazil
12313030,Saint-Gaudens,Court 1,21612,France
12313058,Zephyrhills,Court 5,39074,USA
12313059,Zephyrhills,Court 3,39072,USA
12313060,Zephyrhills,Court 4,39078,USA
12313061,Zephyrhills,Court 3,39072,USA
12313062,Zephyrhills,Court 6,39083,USA
12313063,Zephyrhills,Court 6,39083,USA
12313064,Zephyrhills,Court 4,39078,USA
12313094,Zephyrhills,Court 6,39083,USA
12313095,Zephyrhills,Court 4,39078,USA
12313096,Zephyrhills,Court 5,39074,USA
12313261,Rome,Pietrangeli,21629,Italy
12313488,Monastir,Court 1,23881,Tunisia
12313489,Monastir,Court Central,23948,Tunisia
12313492,Monastir,Court 2,23360,Tunisia
12313493,Monastir,Court 1,23881,Tunisia
12313494,Monastir,Court 3,23363,Tunisia
12313495,Varnamo,Court 2,39352,Sweden
12313496,Monastir,Court 4,23364,Tunisia
12313497,Varnamo,Court 4,39355,Sweden
12313498,Varnamo,Court 3,39353,Sweden
12313499,Varnamo,Court 3,39353,Sweden
12313501,Varnamo,Court 4,39355,Sweden
12313502,Monastir,Court Central,23948,Tunisia
12313503,Monastir,Court 2,23360,Tunisia
12313504,Monastir,Court 3,23363,Tunisia
12313505,Monastir,Court 1,23881,Tunisia
12313507,Varnamo,Court 1,39354,Sweden
12313508,Monastir,Court Central,23948,Tunisia
12313509,Varnamo,Court 1,39354,Sweden
12313511,Saint-Gaudens,Court 2,21611,France
12313512,Saint-Gaudens,Centre Court,44336,France
12313513,Saint-Gaudens,Court 1,21612,France
12313514,Monastir,Court 2,23360,Tunisia
12313516,Saint-Gaudens,Court 2,21611,France
12313517,Antalya,Court 21,28266,Turkey
12313518,Antalya,Court 5,18121,Turkey
12313519,Luan,Court 1,21576,China
12313520,Luan,Centre Court ,21545,China
12313521,Luan,Court 2,21573,China
12313522,Luan,Court 3,21575,China
12313523,Luan,Court 2,21573,China
12313524,Luan,Centre Court ,21545,China
12313525,Luan,Court 3,21575,China
12313526,Saint-Gaudens,Centre Court,44336,France
12313527,Luan,Court 1,21576,China
12313528,Luan,Court 3,21575,China
12313529,Saint-Gaudens,Centre Court,44336,France
12313530,Prague,Court 7,18297,Czech Republic
12313531,Saint-Gaudens,Court 2,21611,France
12313532,Luan,Court 2,21573,China
12313533,Luan,Centre Court ,21545,China
12313534,Prague,Court 7,18297,Czech Republic
12313535,Prague,Court 6,39272,Czech Republic
12313536,Bucharest,Court 1,21728,Romania
12313537,Prague,Court 8,39270,Czech Republic
12313539,Prague,Court 6,39272,Czech Republic
12313540,Prague,Court 5,39269,Czech Republic
12313541,Bucharest,Court 1,21728,Romania
12313544,Prague,Court 8,39270,Czech Republic
12313546,Bucharest,Court 7,17971,Romania
12313547,Prague,Court 8,39270,Czech Republic
12313550,Bucharest,Court 9,18068,Romania
12313551,Platja d Aro,Court 1,30743,Spain
12313552,Platja d Aro,Court 2,30744,Spain
12313553,Platja d Aro,Court 3,30739,Spain
12313555,Platja d Aro,Court 2,30744,Spain
12313556,Platja d Aro,Court 2,30744,Spain
12313557,Antalya,Court 22,28265,Turkey
12313558,Antalya,Court 3,18122,Turkey
12313561,Antalya,Court 1,17286,Turkey
12313570,Bucharest,Court 9,18068,Romania
12313571,Bucharest,Court 8,17981,Romania
12313572,Ivancna Gorica,Court 1,44332,Slovenia
12313573,Zephyrhills,Court 4,39078,USA
12313574,Zephyrhills,Court 3,39072,USA
12313575,Ivancna Gorica,Court 1,44332,Slovenia
12313576,Zephyrhills,Court 4,39078,USA
12313577,Ivancna Gorica,Court 3,44330,Slovenia
12313580,Zephyrhills,Court 5,39074,USA
12313581,Ivancna Gorica,Court 2,44333,Slovenia
12313582,Kursumlijska Banja,COURT VIKTOR TROICKI,39706,Serbia
12313583,Zephyrhills,Court 6,39083,USA
12313584,Saint-Gaudens,Centre Court,44336,France
12313586,Platja d Aro,Court 1,30743,Spain
12313588,Kursumlijska Banja,COURT VIKTOR TROICKI,39706,Serbia
12313589,Kursumlijska Banja,Court 4,39044,Serbia
12313647,Villahermosa,Court 4,44323,Mexico
12313648,Villahermosa,Court 4,44323,Mexico
12313649,Villahermosa,Estadio,44318,Mexico
12313650,Villahermosa,Estadio,44318,Mexico
12313654,Villahermosa,Court 6,44317,Mexico
12313655,Villahermosa,Estadio,44318,Mexico
12313657,Villahermosa,Estadio,44318,Mexico
12313660,Villahermosa,Court 4,44323,Mexico
12313661,Villahermosa,Estadio,44318,Mexico
12313662,Villahermosa,Estadio,44318,Mexico
12313663,Villahermosa,Court 4,44323,Mexico
12313665,Villahermosa,Court 6,44317,Mexico
12313667,Villahermosa,Court 4,44323,Mexico
12313668,Villahermosa,Court 6,44317,Mexico
12313669,Villahermosa,Estadio,44318,Mexico
12313670,Villahermosa,Estadio,44318,Mexico
12313684,Fukuoka,Court 1,21540,Japan
12313685,Fukuoka,Court 2,21539,Japan
12313686,Fukuoka,Court 1,21540,Japan
12313687,Fukuoka,Centre Court,21560,Japan
12313688,Fukuoka,Court 2,21539,Japan
12313689,Fukuoka,Court 2,21539,Japan
12313690,Fukuoka,Court 2,21539,Japan
12313691,Fukuoka,Centre Court,21560,Japan
12313692,Fukuoka,Court 3,21534,Japan
12313693,Fukuoka,Court 3,21534,Japan
12313694,Fukuoka,Court 1,21540,Japan
12313695,Fukuoka,Centre Court,21560,Japan
12313696,Fukuoka,Court 3,21534,Japan
12313701,Villahermosa,Estadio,44318,Mexico
12313706,Luan,Court 2,21573,China
12313710,Monastir,Court 5,23362,Tunisia
12313712,Monastir,Court 6,23890,Tunisia
12313713,Monastir,Court 7,23891,Tunisia
12313723,Doboj,Court 1,21596,Bosnia & Herzegovina
12313724,Doboj,Court 1,21596,Bosnia & Herzegovina
12313725,Doboj,Court 3,21595,Bosnia & Herzegovina
12313726,Doboj,Court 4,21594,Bosnia & Herzegovina
12313727,Doboj,Court 4,21594,Bosnia & Herzegovina
12313728,Doboj,Court 4,21594,Bosnia & Herzegovina
12313729,Kursumlijska Banja,COURT VIKTOR TROICKI,39706,Serbia
12313730,Kursumlijska Banja,Court 4,39044,Serbia
12313731,Kursumlijska Banja,Court 8,41291,Serbia
12313733,Kursumlijska Banja,Court 4,39044,Serbia
12313734,Kursumlijska Banja,Court 2,39050,Serbia
12313735,Kursumlijska Banja,Court 2,39050,Serbia
12313737,Kursumlijska Banja,Court 8,41291,Serbia
12313738,Trelew,Court 2,44338,Argentina
12313740,Trelew,Court 2,44338,Argentina
12313742,Trelew,Cancha Central,44339,Argentina
12313743,Bastad,Court 6,34718,Sweden
12313744,Trelew,Court 2,44338,Argentina
12313745,Bastad,Court 5,22356,Sweden
12313746,Trelew,Cancha Central,44339,Argentina
12313747,Bastad,Court 6,34718,Sweden
12313748,Trelew,Court 2,44338,Argentina
12313749,Bastad,Court 5,22356,Sweden
12313750,Bastad,Court 2,22355,Sweden
12313751,Trelew,Cancha Central,44339,Argentina
12313758,Valldoreix,Court 4,21620,Spain
12313759,Valldoreix,Court 1,21626,Spain
12313760,Valldoreix,Court 2,21616,Spain
12313761,Valldoreix,Court 4,21620,Spain
12313762,Valldoreix,Court 3,21618,Spain
12313763,Valldoreix,Court 2,21616,Spain
12313840,Tbilisi,Court 2,21380,Georgia
12314722,Monastir,Court 3,23363,Tunisia
12314723,Monastir,Court 6,23890,Tunisia
12314724,Monastir,Court 6,23890,Tunisia
12314725,Monastir,Court 4,23364,Tunisia
12314726,Monastir,Court 7,23891,Tunisia
12314727,Monastir,Court 5,23362,Tunisia
12314728,Monastir,Court 5,23362,Tunisia
12314840,Doboj,Court 3,21595,Bosnia & Herzegovina
12314841,Doboj,Court 2,21597,Bosnia & Herzegovina
12314842,Doboj,Court 4,21594,Bosnia & Herzegovina
12314843,Doboj,Court 1,21596,Bosnia & Herzegovina
12314844,Doboj,Court 3,21595,Bosnia & Herzegovina
12314845,Doboj,Court 2,21597,Bosnia & Herzegovina
12314846,Doboj,Court 1,21596,Bosnia & Herzegovina
12314847,Doboj,Court 2,21597,Bosnia & Herzegovina
12315069,Antalya,Court 2,31437,Turkey
12315070,Antalya,Court 20,28269,Turkey
12315071,Antalya,Court 20,28269,Turkey
12315072,Antalya,Court 1,17286,Turkey
12315073,Antalya,Court 3,18122,Turkey
12315074,Antalya,Court 4,18123,Turkey
12315075,Antalya,Court 1,17286,Turkey
12315076,Antalya,Court 4,18123,Turkey
12315077,Antalya,Court 21,28266,Turkey
12315078,Antalya,Court 22,28265,Turkey
12315079,Antalya,Court 2,31437,Turkey
12315080,Antalya,Court 5,18121,Turkey
12315081,Antalya,Court 2,31437,Turkey
12315082,Antalya,Court 5,18121,Turkey
12315158,Varnamo,Court 2,39352,Sweden
12315159,Varnamo,Court 2,39352,Sweden
12315160,Varnamo,Court 3,39353,Sweden
12315161,Varnamo,Court 4,39355,Sweden
12315162,Varnamo,Court 1,39354,Sweden
12315163,Varnamo,Court 4,39355,Sweden
12315164,Varnamo,Court 2,39352,Sweden
12315212,Bucharest,Court 2,21727,Romania
12315213,Bucharest,Court 4,17389,Romania
12315214,Bucharest,Court 2,21727,Romania
12315215,Bucharest,Court 2,21727,Romania
12315216,Kursumlijska Banja,Court 2,39050,Serbia
12315217,Bucharest,Court 4,17389,Romania
12315218,Bucharest,Court 1,21728,Romania
12315219,Bucharest,Court 1,21728,Romania
12315221,Bucharest,Court 4,17389,Romania
12315278,Bucharest,Court 9,18068,Romania
12315279,Bucharest,Court 9,18068,Romania
12315280,Bucharest,Court 8,17981,Romania
12315281,Bucharest,Court 8,17981,Romania
12315282,Bucharest,Court 8,17981,Romania
12315283,Bucharest,Court 9,18068,Romania
12315284,Bucharest,Court 7,17971,Romania
12315285,Bucharest,Court 7,17971,Romania
12315334,Kursumlijska Banja,Court 6,39111,Serbia
12315335,Kursumlijska Banja,Court 7,41293,Serbia
12315336,Kursumlijska Banja,Court 8,41291,Serbia
12315337,Kursumlijska Banja,COURT VIKTOR TROICKI,39706,Serbia
12315338,Kursumlijska Banja,Court 1,39048,Serbia
12315339,Kursumlijska Banja,Court 3,39051,Serbia
12315340,Kursumlijska Banja,Court 2,39050,Serbia
12315384,Platja d Aro,Court 4,30741,Spain
12315385,Platja d Aro,Court 2,30744,Spain
12315386,Platja d Aro,Court 4,30741,Spain
12315387,Platja d Aro,Court 4,30741,Spain
12315388,Platja d Aro,Court 1,30743,Spain
12315389,Platja d Aro,Court 1,30743,Spain
12315390,Platja d Aro,Court 2,30744,Spain
12315391,Platja d Aro,Court 3,30739,Spain
12315392,Platja d Aro,Court 4,30741,Spain
12315393,Platja d Aro,Court 3,30739,Spain
12315404,Bastad,Court 5,22356,Sweden
12315405,Bastad,Court 6,34718,Sweden
12315406,Bastad,Court 1,17462,Sweden
12315407,Bastad,Court 2,22355,Sweden
12315408,Bastad,Court 2,22355,Sweden
12315409,Bastad,Court 1,17462,Sweden
12315410,Bastad,Court 1,17462,Sweden
12315536,Valldoreix,Court 1,21626,Spain
12315537,Valldoreix,Court 3,21618,Spain
12315538,Valldoreix,Court 4,21620,Spain
12315539,Valldoreix,Court 2,21616,Spain
12315540,Valldoreix,Court 3,21618,Spain
12315541,Valldoreix,Court 1,21626,Spain
12315542,Valldoreix,Court 2,21616,Spain
12315546,Tbilisi,Center Court,25074,Georgia
12315547,Tbilisi,Court 2,21380,Georgia
12315548,Tbilisi,Court 3,21379,Georgia
12315549,Tbilisi,Court 1,21378,Georgia
12315727,Antalya,Court 1,17286,Turkey
12315813,Tbilisi,Court 3,21379,Georgia
12315852,Antalya,Court 22,28265,Turkey
12315993,Kursumlijska Banja,Court 1,39048,Serbia
12315994,Kursumlijska Banja,Court 1,39048,Serbia
12315995,Kursumlijska Banja,Court 3,39051,Serbia
12315996,Kursumlijska Banja,Court 4,39044,Serbia
12315997,Kursumlijska Banja,Court 7,41293,Serbia
12315998,Kursumlijska Banja,Court 7,41293,Serbia
12315999,Kursumlijska Banja,Court 3,39051,Serbia
12316000,Kursumlijska Banja,Court 7,41293,Serbia
12316145,Saint-Gaudens,Court 1,21612,France
12316146,Saint-Gaudens,Court 1,21612,France
12316147,Saint-Gaudens,Centre Court,44336,France
12316148,Saint-Gaudens,Court 1,21612,France
12316149,Saint-Gaudens,Court 2,21611,France
12316150,Saint-Gaudens,Court 1,21612,France
12316151,Saint-Gaudens,Court 1,21612,France
12316152,Saint-Gaudens,Court 2,21611,France
12316198,Sopo,Campo 2,44342,Colombia
12316199,Sopo,Campo 3,44341,Colombia
12316222,Sopo,Campo 1,44340,Colombia
12316255,Bucharest,Court 4,17389,Romania
12316257,Sopo,Campo 3,44341,Colombia
12316258,Trnava,Court 14,21593,Slovakia
12316259,Trnava,Court 13,21592,Slovakia
12316260,Trnava,Court 13,21592,Slovakia
12316299,Rome,Grandstand,25151,Italy
12316300,Rome,Pietrangeli,21629,Italy
12316301,Rome,Pietrangeli,21629,Italy
12316302,Rome,Court 12,39351,Italy
12316303,Rome,Court 4,21565,Italy
12316304,Rome,Court 2,21631,Italy
12316305,Rome,Court 2,21631,Italy
12316307,Rome,Pietrangeli,21629,Italy
12316308,Rome,Court 1,21628,Italy
12316309,Rome,Stadio Centrale,18504,Italy
12316333,Rome,Grandstand,25151,Italy
12316334,Rome,Court 13,39366,Italy
12316335,Rome,Court 1,21628,Italy
12316336,Rome,Court 4,21565,Italy
12316337,Rome,Court 4,21565,Italy
12316338,Rome,Court 3,21632,Italy
12316339,Rome,Court 4,21565,Italy
12316340,Rome,Court 2,21631,Italy
12316341,Rome,Court 13,39366,Italy
12316343,Rome,Court 3,21632,Italy
12316377,Trelew,Cancha Central,44339,Argentina
12316379,Rome,Court 13,39366,Italy
12316417,Zephyrhills,Court 3,39072,USA
12316418,Zephyrhills,Court 5,39074,USA
12316419,Zephyrhills,Court 6,39083,USA
12316420,Zephyrhills,Court 3,39072,USA
12316421,Zephyrhills,Court 5,39074,USA
12316422,Zephyrhills,Court 4,39078,USA
12316423,Zephyrhills,Court 5,39074,USA
12316424,Zephyrhills,Court 3,39072,USA
12316425,Zephyrhills,Court 6,39083,USA
12316437,Sopo,Campo 3,44341,Colombia
12316438,Sopo,Campo 1,44340,Colombia
12316439,Sopo,Campo Central,44311,Colombia
12317506,Fukuoka,Centre Court,21560,Japan
12317507,Fukuoka,Court 3,21534,Japan
12317508,Fukuoka,Court 1,21540,Japan
12317543,Luan,Court 1,21576,China
12317544,Luan,Court 3,21575,China
12317545,Luan,Centre Court ,21545,China
12317575,Luan,Court 1,21576,China
12317597,Luan,Court 3,21575,China
12317691,Valldoreix,Court 1,21626,Spain
12317693,Trnava,CENTRE COURT,24552,Slovakia
12317766,Fukuoka,Court 1,21540,Japan
12317767,Fukuoka,Court 2,21539,Japan
12317768,Fukuoka,Centre Court,21560,Japan
12317769,Fukuoka,Court 2,21539,Japan
12318014,Saint-Gaudens,Centre Court,44336,France
12318056,Luan,Centre Court ,21545,China
12318057,Luan,Court 2,21573,China
12318235,Saint-Gaudens,Centre Court,44336,France
12318273,Tbilisi,Court 3,21379,Georgia
12318316,Bucharest,Court 8,17981,Romania
12318319,Varnamo,Court 2,39352,Sweden
12318320,Doboj,Court 3,21595,Bosnia & Herzegovina
12318331,Kursumlijska Banja,Court 8,41291,Serbia
12318333,Trnava,CENTRE COURT,24552,Slovakia
12318353,Antalya,Court 21,28266,Turkey
12318354,Tbilisi,Center Court,25074,Georgia
12318355,Antalya,Court 22,28265,Turkey
12318356,Antalya,Court 3,18122,Turkey
12318357,Antalya,Court 2,31437,Turkey
12318358,Antalya,Court 5,18121,Turkey
12318359,Bucharest,Court 7,17971,Romania
12318360,Antalya,Court 4,18123,Turkey
12318361,Saint-Gaudens,Court 2,21611,France
12318363,Doboj,Court 3,21595,Bosnia & Herzegovina
12318365,Kursumlijska Banja,Court 1,39048,Serbia
12318383,Bastad,Court 1,17462,Sweden
12318384,Kursumlijska Banja,Court 4,39044,Serbia
12318388,Bucharest,Court 7,17971,Romania
12318390,Tbilisi,Court 2,21380,Georgia
12318393,Tbilisi,Court 1,21378,Georgia
12318398,Bastad,Court 6,34718,Sweden
12318401,Antalya,Court 20,28269,Turkey
12318431,Prague,Court 5,39269,Czech Republic
12318438,Kursumlijska Banja,COURT VIKTOR TROICKI,39706,Serbia
12318439,Kursumlijska Banja,COURT VIKTOR TROICKI,39706,Serbia
12318440,Kursumlijska Banja,COURT VIKTOR TROICKI,39706,Serbia
12318441,Antalya,Court 2,31437,Turkey
12318442,Kursumlijska Banja,Court 4,39044,Serbia
12318443,Kursumlijska Banja,Court 2,39050,Serbia
12318445,Doboj,Court 1,21596,Bosnia & Herzegovina
12318457,Monastir,Court 1,23881,Tunisia
12318459,Antalya,Court 21,28266,Turkey
12318471,Saint-Gaudens,Centre Court,44336,France
12318483,Varnamo,Court 3,39353,Sweden
12318484,Varnamo,Court 4,39355,Sweden
12318485,Saint-Gaudens,Court 1,21612,France
12318486,Trnava,CENTRE COURT,24552,Slovakia
12318487,Trnava,Court 13,21592,Slovakia
12318488,Trnava,CENTRE COURT,24552,Slovakia
12318490,Bastad,Court 5,22356,Sweden
12318491,Varnamo,Court 4,39355,Sweden
12318563,Varnamo,Court 3,39353,Sweden
12318569,Valldoreix,Court 3,21618,Spain
12318571,Antalya,Court 20,28269,Turkey
12318575,Antalya,Court 1,17286,Turkey
12318576,Valldoreix,Court 4,21620,Spain
12318577,Bastad,Court 1,17462,Sweden
12318578,Doboj,Court 4,21594,Bosnia & Herzegovina
12318583,Valldoreix,Court 1,21626,Spain
12318584,Bastad,Court 2,22355,Sweden
12318588,Platja d Aro,Court 1,30743,Spain
12318602,Prague,Court 7,18297,Czech Republic
12318612,Platja d Aro,Court 1,30743,Spain
12318614,Kursumlijska Banja,COURT VIKTOR TROICKI,39706,Serbia
12318615,Kursumlijska Banja,Court 7,41293,Serbia
12318616,Kursumlijska Banja,Court 1,39048,Serbia
12318623,Santos,Quadra 3,44315,Brazil
12318633,Ivancna Gorica,Court 2,44333,Slovenia
12318634,Ivancna Gorica,Court 2,44333,Slovenia
12318635,Ivancna Gorica,Court 2,44333,Slovenia
12318636,Ivancna Gorica,Court 1,44332,Slovenia
12318637,Ivancna Gorica,Court 4,44359,Slovenia
12318638,Ivancna Gorica,Court 3,44330,Slovenia
12318639,Ivancna Gorica,Court 1,44332,Slovenia
12318640,Ivancna Gorica,Court 1,44332,Slovenia
12318641,Ivancna Gorica,Court 2,44333,Slovenia
12318645,Bucharest,Court 9,18068,Romania
12318646,Bucharest,Court 8,17981,Romania
12318652,Kursumlijska Banja,Court 4,39044,Serbia
12318666,Bucharest,Court 1,21728,Romania
12318667,Bucharest,Court 2,21727,Romania
