match_id,market_id,market_name,is_live,suspended,initial_fractional_value,fractional_value,choice_name,choice_source_id,winnig,change
12300425,1,full_time,True,False,6/11,19/8,2,413941345,False,0
12300450,1,full_time,True,True,14/4,8/4,1,413992173,False,0
12300450,1,full_time,True,True,10/10,4/2,2,413992211,False,0
12300483,1,full_time,False,False,11/4,13/8,1,413942040,True,0
12300483,1,full_time,False,False,1/3,2/6,2,413942364,False,0
12300497,1,full_time,False,False,12/7,0/5,1,414017245,False,0
12300497,1,full_time,False,False,2/11,9/3,2,414017384,False,0
12300498,1,full_time,True,False,15/11,17/9,1,413648607,False,0
12300498,1,full_time,True,False,9/7,19/5,2,413648724,True,0
12300516,1,full_time,False,True,3/7,15/11,1,413948006,False,0
12300516,1,full_time,False,True,1/3,8/9,2,413948048,True,0
12300544,1,full_time,False,False,14/11,15/5,1,413839818,True,0
12300544,1,full_time,False,False,6/7,14/6,2,413840108,False,0
12300545,1,full_time,True,False,18/7,7/9,1,413840421,False,0
12300545,1,full_time,True,False,12/7,17/6,2,413840520,True,0
12300546,1,full_time,False,True,14/4,1/5,1,413665243,True,0
12300546,1,full_time,False,True,7/8,6/8,2,413665290,True,0
12300594,1,full_time,False,True,15/3,13/8,1,413993294,False,0
12300594,1,full_time,False,True,2/5,14/10,2,413993343,True,0
12300610,1,full_time,False,False,11/8,10/2,1,413643683,False,0
12300610,1,full_time,False,False,14/5,13/3,2,413643774,False,0
12300620,1,full_time,False,True,12/10,17/10,1,413971432,False,0
12300620,1,full_time,False,True,4/6,7/5,2,413971700,False,0
12300657,1,full_time,False,False,12/11,19/3,1,413982334,False,0
12300657,1,full_time,False,False,9/4,3/7,2,413982413,False,0
12300674,1,full_time,False,False,2/5,13/7,1,413839437,True,0
12300674,1,full_time,False,False,6/2,8/9,2,413839496,True,0
12300688,1,full_time,False,True,4/4,4/8,1,414003507,True,0
12300688,1,full_time,False,True,1/2,8/4,2,414003607,True,0
12300740,1,full_time,True,True,15/3,19/8,1,413841083,True,0
12300740,1,full_time,True,True,8/5,13/11,2,413841388,False,0
12300797,1,full_time,True,False,5/6,13/6,1,414029391,True,0
12300797,1,full_time,True,False,18/2,18/4,2,414029499,True,0
12300836,1,full_time,False,False,1/9,18/6,1,414017785,True,0
12300836,1,full_time,False,False,7/9,4/6,2,414017804,False,0
12300862,1,full_time,True,True,4/3,11/3,1,414016768,False,0
12300862,1,full_time,True,True,0/10,13/9,2,414016831,False,0
12300971,1,full_time,False,False,11/11,0/7,1,414356433,True,0
12300971,1,full_time,False,False,0/5,0/10,2,414356510,True,0
12301004,1,full_time,False,True,2/11,1/10,1,414443371,False,0
12301004,1,full_time,False,True,8/3,17/11,2,414443416,True,0
12301005,1,full_time,True,True,16/9,14/5,1,413992479,True,0
12301005,1,full_time,True,True,3/7,4/5,2,413992535,False,0
12301029,1,full_time,False,False,1/4,10/7,1,414933641,False,0
12301029,1,full_time,False,False,11/2,4/5,2,414933696,False,0
12301030,1,full_time,True,True,12/2,0/8,1,414401889,False,0
12301030,1,full_time,True,True,0/11,18/8,2,414402224,False,0
12301031,1,full_time,False,True,14/5,3/4,1,414401277,False,0
12301031,1,full_time,False,True,15/8,2/11,2,414401322,True,0
12301034,1,full_time,False,True,18/3,19/8,1,415122193,True,0
12301034,1,full_time,False,True,2/2,5/3,2,415122353,False,0
12301039,1,full_time,True,True,18/8,10/11,1,414938755,False,0
12301039,1,full_time,True,True,1/8,18/10,2,414938880,True,0
12301049,1,full_time,True,True,18/7,15/8,1,414956302,True,0
12301049,1,full_time,True,True,15/4,13/8,2,414956324,True,0
12301128,1,full_time,True,True,3/11,6/7,1,415295521,True,0
12301128,1,full_time,True,True,1/8,0/6,2,415295719,True,0
12301140,1,full_time,False,False,16/6,8/9,1,414950754,True,0
12301140,1,full_time,False,False,12/10,12/8,2,414950761,False,0
12301215,1,full_time,False,False,3/8,9/2,1,415338821,True,0
12301215,1,full_time,False,False,14/6,16/8,2,415338886,False,0
12302789,1,full_time,True,False,7/7,17/5,1,419452688,True,0
12302789,1,full_time,True,False,18/8,0/3,2,419452761,False,0
12260084,1,full_time,False,False,9/5,7/3,1,403843169,False,1
12260084,1,full_time,False,False,10/6,15/10,2,403844329,True,-1
12260084,11,first_set_winner,False,True,15/7,14/2,1,403888852,True,1
12260084,11,first_set_winner,False,True,6/6,18/3,2,403889056,True,-1
12260084,12,total_games_won,False,True,17/6,18/7,Over,404127238,True,-1
12260084,12,total_games_won,False,True,3/2,6/8,Under,404127027,True,1
12261530,1,full_time,True,True,8/9,3/7,1,410060854,True,-1
12261530,1,full_time,True,True,15/9,11/4,2,410060855,True,1
12261530,11,first_set_winner,True,True,17/3,19/5,1,410063398,True,0
12261530,11,first_set_winner,True,True,17/6,4/2,2,410063399,False,0
12261530,12,total_games_won,False,False,8/10,4/10,Over,413045313,False,0
12261530,12,total_games_won,False,False,4/3,0/5,Under,413045296,True,0
12261531,1,full_time,False,True,1/7,6/6,1,416008807,True,-1
12261531,1,full_time,False,True,15/9,0/8,2,416008868,True,1
12261531,11,first_set_winner,True,True,5/11,17/7,1,416022160,True,0
12261531,11,first_set_winner,True,True,12/9,14/7,2,416022381,False,0
12261531,12,total_games_won,False,True,9/7,7/10,Over,416584130,True,-1
12261531,12,total_games_won,False,True,15/2,5/3,Under,416583940,True,1
12261592,1,full_time,False,True,5/7,9/11,1,403224427,True,1
12261592,1,full_time,False,True,17/6,15/4,2,403224471,False,0
12261592,11,first_set_winner,True,False,15/8,17/6,1,403226102,True,1
12261592,11,first_set_winner,True,False,12/8,8/6,2,403226107,True,-1
12261592,12,total_games_won,True,False,3/3,10/2,Over,403242494,False,-1
12261592,12,total_games_won,True,False,11/9,1/5,Under,403242493,True,1
12261593,1,full_time,True,False,8/10,10/7,1,409578970,True,1
12261593,1,full_time,True,False,4/5,11/7,2,409579014,True,-1
12261593,11,first_set_winner,False,False,7/7,9/6,1,409580526,True,1
12261593,11,first_set_winner,False,False,0/6,0/8,2,409580573,False,-1
12261593,12,total_games_won,False,False,10/2,16/9,Over,409723881,False,-1
12261593,12,total_games_won,False,False,11/5,7/9,Under,409723844,False,1
12276770,1,full_time,True,True,11/5,10/8,1,407659052,True,0
12276770,1,full_time,True,True,11/9,10/4,2,407659098,True,-1
12276770,11,first_set_winner,False,True,15/4,6/7,1,407659841,False,1
12276770,11,first_set_winner,False,True,16/4,13/5,2,407659907,True,-1
12276770,12,total_games_won,False,False,13/7,4/9,Over,408453355,True,0
12276770,12,total_games_won,False,False,7/2,19/7,Under,408453217,True,0
12276777,1,full_time,True,False,4/2,0/4,1,412141070,True,-1
12276777,1,full_time,True,False,4/4,5/9,2,412141076,True,0
12276777,11,first_set_winner,False,True,18/8,16/4,1,412142824,True,0
12276777,11,first_set_winner,False,True,19/9,8/2,2,412142857,False,0
12276777,12,total_games_won,False,True,15/4,15/5,Over,412328831,True,0
12276777,12,total_games_won,False,True,18/2,4/11,Under,412328712,False,0
12276778,1,full_time,True,False,5/8,15/11,1,412141092,True,-1
12276778,1,full_time,True,False,9/11,10/4,2,412141107,True,1
12276778,11,first_set_winner,True,False,17/11,1/6,1,412143270,True,0
12276778,11,first_set_winner,True,False,7/4,17/3,2,412143281,False,0
12276778,12,total_games_won,True,True,8/7,19/3,Over,412337518,False,-1
12276778,12,total_games_won,True,True,5/11,17/5,Under,412337484,True,1
12276779,1,full_time,False,False,6/7,19/10,1,406724534,True,1
12276779,1,full_time,False,False,17/2,14/3,2,406724645,False,-1
12276779,11,first_set_winner,False,False,10/4,16/7,1,406726635,True,1
12276779,11,first_set_winner,False,False,4/3,10/5,2,406726642,True,-1
12276779,12,total_games_won,True,True,2/3,7/5,Over,408149838,True,1
12276779,12,total_games_won,True,True,0/11,16/7,Under,408149619,True,-1
12276805,1,full_time,True,False,9/2,7/7,1,417489885,False,-1
12276805,1,full_time,True,False,17/10,8/4,2,417489886,True,1
12276805,11,first_set_winner,False,True,4/10,9/8,1,417536548,False,-1
12276805,11,first_set_winner,False,True,11/2,7/8,2,417536570,True,1
12276805,12,total_games_won,False,True,9/4,3/7,Over,417536521,True,1
12276805,12,total_games_won,False,True,15/2,10/5,Under,417536469,True,-1
12276806,1,full_time,False,False,1/10,17/5,1,403434625,True,1
12276806,1,full_time,False,False,4/2,1/7,2,403434673,False,-1
12276806,11,first_set_winner,False,True,12/3,3/3,1,403437337,True,1
12276806,11,first_set_winner,False,True,15/6,1/4,2,403437399,False,-1
12276806,12,total_games_won,True,True,2/7,13/4,Over,403695864,True,0
12276806,12,total_games_won,True,True,1/9,2/5,Under,403695851,True,0
12276807,1,full_time,True,True,2/8,18/3,1,404916873,True,1
12276807,1,full_time,True,True,17/8,4/5,2,404916892,False,-1
12276807,11,first_set_winner,False,False,9/6,9/2,1,405570437,False,1
12276807,11,first_set_winner,False,False,2/9,18/9,2,405570502,False,-1
12276807,12,total_games_won,False,False,14/8,17/8,Over,405633736,False,-1
12276807,12,total_games_won,False,False,13/2,0/4,Under,405633717,True,1
12276808,1,full_time,True,True,6/2,0/8,1,417489891,False,1
12276808,1,full_time,True,True,4/3,14/10,2,417489894,True,-1
12276808,11,first_set_winner,True,True,1/11,3/8,1,417547784,True,0
12276808,11,first_set_winner,True,True,3/9,5/6,2,417547851,False,0
12276808,12,total_games_won,False,True,18/10,17/10,Over,417547674,True,0
12276808,12,total_games_won,False,True,6/4,14/11,Under,417547646,True,0
12276812,1,full_time,False,False,15/6,19/2,1,415549834,True,-1
12276812,1,full_time,False,False,11/6,16/5,2,415549979,False,1
12276812,11,first_set_winner,False,False,16/11,18/10,1,415551947,False,0
12276812,11,first_set_winner,False,False,15/8,8/3,2,415552030,True,0
12276812,12,total_games_won,True,False,0/11,7/7,Over,416116881,False,1
12276812,12,total_games_won,True,False,16/7,5/2,Under,416116798,True,-1
12276813,1,full_time,True,True,19/7,11/3,1,409877988,False,-1
12276813,1,full_time,True,True,12/8,0/10,2,409878091,True,1
12276813,11,first_set_winner,True,True,11/10,2/8,1,409881361,False,-1
12276813,11,first_set_winner,True,True,2/9,1/2,2,409881512,True,1
12276813,12,total_games_won,True,False,11/4,2/11,Over,410000410,False,0
12276813,12,total_games_won,True,False,3/5,7/10,Under,410000071,True,0
12276814,1,full_time,True,True,14/8,5/3,1,409878306,True,0
12276814,1,full_time,True,True,10/4,11/2,2,409878324,True,0
12276814,11,first_set_winner,False,True,5/5,4/8,1,409881912,False,0
12276814,11,first_set_winner,False,True,14/6,18/3,2,409881922,True,0
12276814,12,total_games_won,True,True,8/8,10/6,Over,410007771,False,0
12276814,12,total_games_won,True,True,4/3,15/5,Under,410007762,False,0
12276815,1,full_time,True,True,14/2,16/7,1,404917020,True,1
12276815,1,full_time,True,True,2/7,15/7,2,404917021,True,-1
12276815,11,first_set_winner,True,False,0/9,4/9,1,405571138,True,1
12276815,11,first_set_winner,True,False,18/11,19/9,2,405571182,False,-1
12276815,12,total_games_won,True,False,4/7,1/10,Over,405643343,False,-1
12276815,12,total_games_won,True,False,18/11,3/4,Under,405643331,True,1
12276816,1,full_time,True,False,6/11,2/9,1,405568574,False,1
12276816,1,full_time,True,False,10/8,6/6,2,405568597,True,-1
12276816,11,first_set_winner,True,True,4/9,14/11,1,405570035,False,1
12276816,11,first_set_winner,True,True,19/9,16/9,2,405570042,False,-1
12276816,12,total_games_won,True,False,10/9,2/10,Over,406392994,False,0
12276816,12,total_games_won,True,False,7/5,9/7,Under,406392977,True,0
12276817,1,full_time,False,True,16/9,0/8,1,415550405,False,1
12276817,1,full_time,False,True,12/3,2/7,2,415550455,True,-1
12276817,11,first_set_winner,True,True,12/3,5/6,1,415553485,True,1
12276817,11,first_set_winner,True,True,13/9,8/8,2,415553649,True,-1
12276817,12,total_games_won,True,True,19/4,0/3,Over,416128116,False,-1
12276817,12,total_games_won,True,True,12/7,19/9,Under,416128079,True,1
12276818,1,full_time,False,True,15/6,5/4,1,403434882,True,-1
12276818,1,full_time,False,True,5/6,13/11,2,403434989,True,1
12276818,11,first_set_winner,True,True,15/4,7/5,1,403439140,True,-1
12276818,11,first_set_winner,True,True,19/8,2/9,2,403439194,False,1
12276818,12,total_games_won,False,False,19/5,18/8,Over,403703881,True,-1
12276818,12,total_games_won,False,False,11/3,10/11,Under,403703525,False,1
12276819,1,full_time,False,False,18/7,3/2,1,409284279,False,0
12276819,1,full_time,False,False,18/7,16/8,2,409284304,False,0
12276819,11,first_set_winner,True,False,18/6,3/8,1,409285334,False,0
12276819,11,first_set_winner,True,False,6/10,0/8,2,409285386,False,0
12276819,12,total_games_won,True,False,10/3,10/10,Over,409934446,False,0
12276819,12,total_games_won,True,False,2/10,6/9,Under,409934380,True,0
12276826,1,full_time,True,False,10/3,1/2,1,417494351,False,0
12276826,1,full_time,True,False,14/5,1/2,2,417494555,True,0
12276829,1,full_time,True,True,15/6,19/4,1,411159053,True,0
12276829,1,full_time,True,True,14/5,3/10,2,411159216,True,0
12276830,1,full_time,True,True,4/4,7/4,1,413393250,False,0
12276830,1,full_time,True,True,7/10,2/5,2,413393376,True,0
12276832,1,full_time,False,True,8/11,14/10,1,402941041,True,1
12276832,1,full_time,False,True,2/3,15/8,2,402941099,True,-1
12276832,11,first_set_winner,True,False,8/7,13/11,1,402941760,True,0
12276832,11,first_set_winner,True,False,14/11,13/10,2,402941816,False,0
12276832,12,total_games_won,False,True,19/11,17/4,Over,403127464,False,0
12276832,12,total_games_won,False,True,17/5,0/6,Under,403127366,True,0
12276833,1,full_time,True,False,16/9,16/7,1,408900241,False,-1
12276833,1,full_time,True,False,6/6,8/9,2,408900287,False,1
12276833,11,first_set_winner,False,False,9/6,4/4,1,408902495,True,-1
12276833,11,first_set_winner,False,False,1/5,17/11,2,408902582,True,1
12276833,12,total_games_won,True,False,0/4,3/8,Over,409565057,True,0
12276833,12,total_games_won,True,False,3/5,9/10,Under,409565039,False,0
12276834,1,full_time,True,False,0/2,10/10,1,401060015,True,-1
12276834,1,full_time,True,False,7/6,5/6,2,401060042,False,1
12276834,11,first_set_winner,False,True,2/2,3/8,1,401061419,False,-1
12276834,11,first_set_winner,False,True,9/10,15/11,2,401061525,False,1
12276834,12,total_games_won,True,False,15/9,12/8,Over,401636164,True,-1
12276834,12,total_games_won,True,False,17/11,17/2,Under,401635811,False,1
12276836,1,full_time,False,False,0/3,17/8,1,401506556,False,1
12276836,1,full_time,False,False,8/7,17/5,2,401506560,True,-1
12276836,11,first_set_winner,True,True,12/5,1/6,1,401509803,False,1
12276836,11,first_set_winner,True,True,5/6,6/6,2,401509966,True,-1
12276836,12,total_games_won,False,True,14/2,15/6,Over,401714171,False,0
12276836,12,total_games_won,False,True,2/6,15/3,Under,401714055,False,0
12276837,1,full_time,False,True,7/4,14/4,1,420734363,True,0
12276837,1,full_time,False,True,17/6,15/11,2,420734444,True,0
12276838,1,full_time,False,False,13/6,15/2,1,408900476,True,-1
12276838,1,full_time,False,False,3/11,16/5,2,408900531,False,1
12276838,11,first_set_winner,False,True,13/4,10/8,1,408905047,False,-1
12276838,11,first_set_winner,False,True,12/4,5/2,2,408905106,True,1
12276839,1,full_time,True,True,14/7,10/7,1,419831159,False,-1
12276839,1,full_time,True,True,2/6,15/2,2,419831419,True,1
12276839,11,first_set_winner,True,False,0/4,9/11,1,419834123,False,0
12276839,11,first_set_winner,True,False,10/5,4/5,2,419834218,True,0
12276839,12,total_games_won,True,False,4/2,5/9,Over,419977323,True,0
12276839,12,total_games_won,True,False,14/5,17/10,Under,419977122,False,0
12276841,1,full_time,True,True,13/10,5/10,1,408645194,False,1
12276841,1,full_time,True,True,18/8,1/2,2,408645233,True,-1
12276841,11,first_set_winner,True,True,8/4,13/5,1,408650086,False,1
12276841,11,first_set_winner,True,True,16/4,6/2,2,408650118,False,-1
12276841,12,total_games_won,False,True,14/8,14/8,Over,408999642,True,1
12276841,12,total_games_won,False,True,19/11,2/11,Under,408999563,True,-1
12276842,1,full_time,False,True,1/3,11/8,1,422002914,True,1
12276842,1,full_time,False,True,7/2,7/6,2,422002983,True,-1
12276842,11,first_set_winner,False,False,9/10,17/3,1,422004118,False,1
12276842,11,first_set_winner,False,False,12/2,5/5,2,422004169,True,-1
12276842,12,total_games_won,True,True,7/11,2/3,Over,422363110,True,0
12276842,12,total_games_won,True,True,19/3,14/8,Under,422363035,False,0
12276844,1,full_time,False,True,1/4,11/8,1,407924750,True,-1
12276844,1,full_time,False,True,4/8,7/6,2,407924819,True,1
12276844,11,first_set_winner,False,True,11/8,13/8,1,407925484,True,-1
12276844,11,first_set_winner,False,True,8/11,14/6,2,407925553,True,1
12276844,12,total_games_won,True,True,2/3,13/5,Over,409015534,False,1
12276844,12,total_games_won,True,True,6/8,16/6,Under,409015198,True,-1
12276845,1,full_time,False,True,12/7,15/8,1,420733981,False,0
12276845,1,full_time,False,True,3/10,8/4,2,420734073,False,0
12276845,11,first_set_winner,True,False,16/10,18/11,1,420739830,False,0
12276845,11,first_set_winner,True,False,3/7,11/2,2,420739916,False,0
12276845,12,total_games_won,True,True,2/2,18/11,Over,420833103,True,0
12276845,12,total_games_won,True,True,16/4,5/6,Under,420833006,False,0
12276846,1,full_time,True,False,0/6,7/8,1,408644311,True,1
12276846,1,full_time,True,False,7/2,18/5,2,408644350,True,-1
12276846,11,first_set_winner,True,False,16/9,17/5,1,408648791,False,1
12276846,11,first_set_winner,True,False,15/8,15/5,2,408648868,True,-1
12276846,12,total_games_won,True,False,14/11,19/5,Over,408984616,True,-1
12276846,12,total_games_won,True,False,9/4,0/8,Under,408984586,False,1
12276855,1,full_time,True,False,1/6,6/3,1,409392966,False,-1
12276855,1,full_time,True,False,18/8,19/6,2,409393085,True,1
12276855,11,first_set_winner,True,True,12/8,13/3,1,409394171,False,0
12276855,11,first_set_winner,True,True,6/9,9/4,2,409394346,False,0
12276855,12,total_games_won,False,True,16/11,9/2,Over,409607436,True,0
12276855,12,total_games_won,False,True,7/2,1/3,Under,409607311,True,0
12276856,1,full_time,True,False,15/7,9/9,1,408529121,True,0
12276856,1,full_time,True,False,6/8,0/6,2,408529477,True,0
12276856,11,first_set_winner,True,False,13/7,15/6,1,408530745,False,1
12276856,11,first_set_winner,True,False,1/6,18/5,2,408530756,False,-1
12276856,12,total_games_won,True,True,16/5,5/6,Over,409208056,True,1
12276856,12,total_games_won,True,True,7/6,19/10,Under,409207950,False,-1
12276858,1,full_time,True,True,15/8,16/9,1,414900399,False,-1
12276858,1,full_time,True,True,13/11,4/5,2,414900588,False,1
12276858,11,first_set_winner,False,True,18/5,6/7,1,414903027,,-1
12276858,11,first_set_winner,False,True,11/9,6/9,2,414903037,,1
12276858,12,total_games_won,True,False,12/9,12/2,Over,415118785,,1
12276858,12,total_games_won,True,False,16/6,8/9,Under,415118670,,-1
12276859,1,full_time,False,True,15/6,6/4,1,421497996,True,1
12276859,1,full_time,False,True,9/10,14/2,2,421498019,False,-1
12276859,11,first_set_winner,True,True,0/5,3/3,1,421499633,False,1
12276859,11,first_set_winner,True,True,16/10,16/5,2,421499744,False,-1
12276859,12,total_games_won,True,False,8/3,15/9,Over,421974314,False,1
12276859,12,total_games_won,True,False,12/2,18/5,Under,421974084,True,-1
12276860,1,full_time,True,True,5/9,19/11,1,415522739,True,-1
12276860,1,full_time,True,True,14/5,10/7,2,415522977,True,1
12276860,11,first_set_winner,True,False,13/4,18/6,1,415526734,False,-1
12276860,11,first_set_winner,True,False,7/3,4/3,2,415526937,True,1
12276860,12,total_games_won,True,False,12/6,7/11,Over,415672155,False,1
12276860,12,total_games_won,True,False,5/7,18/5,Under,415672049,True,-1
12276862,1,full_time,True,False,12/5,1/9,1,408518232,True,-1
12276862,1,full_time,True,False,0/10,18/5,2,408518327,True,1
12276862,11,first_set_winner,False,False,17/8,17/3,1,408520765,True,-1
12276862,11,first_set_winner,False,False,6/2,2/2,2,408520891,True,1
12276864,1,full_time,True,True,19/5,11/6,1,407649835,True,1
12276864,1,full_time,True,True,5/9,16/10,2,407649896,False,-1
12276864,11,first_set_winner,False,True,10/4,6/7,1,407655803,False,1
12276864,11,first_set_winner,False,True,0/7,8/10,2,407655827,True,-1
12276864,12,total_games_won,False,True,19/5,4/4,Over,408409864,False,0
12276864,12,total_games_won,False,True,1/10,10/9,Under,408409648,True,0
12276865,1,full_time,False,False,14/11,12/6,1,415278146,True,1
12276865,1,full_time,False,False,9/2,16/5,2,415278378,False,-1
12276865,11,first_set_winner,False,True,11/7,17/7,1,415279573,True,1
12276865,11,first_set_winner,False,True,4/8,19/6,2,415279636,False,-1
12276865,12,total_games_won,True,True,17/3,4/7,Over,415693981,False,1
12276865,12,total_games_won,True,True,7/4,1/9,Under,415693833,False,-1
12276866,1,full_time,False,True,2/2,7/10,1,407932270,False,1
12276866,1,full_time,False,True,7/4,1/8,2,407932492,False,0
12276866,11,first_set_winner,False,False,1/5,10/6,1,407935085,False,-1
12276866,11,first_set_winner,False,False,14/10,3/6,2,407935262,True,1
12276866,12,total_games_won,True,False,12/11,16/4,Over,408954392,True,0
12276866,12,total_games_won,True,False,3/5,16/6,Under,408954225,True,0
12276868,1,full_time,False,False,2/4,14/5,1,416179941,True,1
12276868,1,full_time,False,False,8/5,10/6,2,416180007,True,-1
12276868,11,first_set_winner,True,False,15/7,3/8,1,416182394,True,1
12276868,11,first_set_winner,True,False,15/2,16/7,2,416182456,False,-1
12276868,12,total_games_won,True,True,16/8,12/5,Over,416271136,True,-1
12276868,12,total_games_won,True,True,8/8,15/6,Under,416271085,False,1
12276923,1,full_time,True,False,13/6,5/5,1,423269805,False,0
12276923,1,full_time,True,False,3/9,2/5,2,423269917,True,0
12276926,1,full_time,False,True,12/3,18/4,1,414027563,True,0
12276926,1,full_time,False,True,5/4,5/9,2,414027992,True,0
12276928,1,full_time,True,False,12/4,9/9,1,401450984,True,0
12276928,1,full_time,True,False,4/6,0/4,2,401451042,True,0
12276930,1,full_time,True,True,7/4,13/6,1,409308411,False,0
12276930,1,full_time,True,True,8/3,13/3,2,409308432,True,0
12276931,1,full_time,True,False,16/5,12/2,1,414029033,False,0
12276931,1,full_time,True,False,5/11,5/5,2,414029217,False,0
12276933,1,full_time,False,True,13/9,14/3,1,414867836,True,0
12276933,1,full_time,False,True,19/10,12/3,2,414868199,False,0
12276934,1,full_time,False,False,11/8,13/4,1,401450738,False,0
12276934,1,full_time,False,False,16/10,8/2,2,401450839,False,0
12276935,1,full_time,True,True,16/10,7/4,1,422076217,True,0
12276935,1,full_time,True,True,11/10,13/10,2,422076298,False,0
12276974,1,full_time,True,False,0/2,14/3,1,414839930,False,0
12276974,1,full_time,True,False,2/7,7/11,2,414840249,True,0
12276977,1,full_time,True,False,9/11,13/4,1,422947813,False,0
12276977,1,full_time,True,False,13/9,12/4,2,422947875,False,0
12276979,1,full_time,True,True,14/3,8/8,1,408636756,False,0
12276979,1,full_time,True,True,3/3,17/2,2,408636923,True,0
12276982,1,full_time,False,True,17/6,15/8,1,414838769,False,0
12276982,1,full_time,False,True,14/9,1/11,2,414838947,False,0
12276984,1,full_time,True,False,18/9,12/8,1,413328402,False,0
12276984,1,full_time,True,False,3/5,18/6,2,413328455,True,0
12276985,1,full_time,False,False,5/6,9/6,1,420325788,False,0
12276985,1,full_time,False,False,10/5,15/6,2,420325924,False,0
12276988,1,full_time,False,True,14/7,14/3,1,413328695,False,0
12276988,1,full_time,False,True,14/8,2/2,2,413328837,True,0
12295110,1,full_time,False,False,17/10,12/7,1,401463465,False,0
12295110,1,full_time,False,False,5/10,11/10,2,401463481,False,0
12295121,1,full_time,True,True,5/8,19/6,1,401462385,True,0
12295121,1,full_time,True,True,0/10,4/2,2,401462574,False,0
12295137,1,full_time,True,True,7/10,5/6,1,401463724,True,0
12295137,1,full_time,True,True,10/6,15/7,2,401463832,True,0
12295180,1,full_time,True,False,9/11,6/3,1,401462931,True,0
12295180,1,full_time,True,False,4/3,16/6,2,401462945,True,0
12295181,1,full_time,True,True,16/8,0/3,1,401463097,True,0
12295181,1,full_time,True,True,9/10,7/7,2,401463121,False,0
12295353,1,full_time,True,True,0/8,7/6,1,401651108,True,0
12295353,1,full_time,True,True,19/10,15/4,2,401651218,False,0
12295374,1,full_time,True,True,8/2,12/7,1,401461952,False,0
12295374,1,full_time,True,True,14/6,13/5,2,401462018,False,0
12295414,1,full_time,True,True,19/10,3/6,1,401094831,True,0
12295414,1,full_time,True,True,15/3,13/11,2,401094946,True,0
12295438,1,full_time,True,True,6/3,17/3,1,401463340,False,0
12295438,1,full_time,True,True,7/7,8/4,2,401463370,False,0
12295535,1,full_time,True,True,15/4,12/2,1,401653175,False,0
12295535,1,full_time,True,True,16/9,14/5,2,401653344,False,0
12295588,1,full_time,False,False,8/11,10/5,1,402728651,True,0
12295588,1,full_time,False,False,2/8,8/11,2,402728717,True,0
12295739,1,full_time,False,False,14/3,7/8,1,402652918,False,0
12295739,1,full_time,False,False,2/11,13/9,2,402653111,True,0
12295981,1,full_time,True,False,11/4,15/5,1,403210806,True,0
12295981,1,full_time,True,False,15/8,12/11,2,403210943,False,0
12296111,1,full_time,False,False,8/4,6/5,1,403210721,False,0
12296111,1,full_time,False,False,1/11,13/4,2,403210733,False,0
12296133,1,full_time,True,False,6/2,0/5,1,408878478,False,0
12296133,1,full_time,True,False,3/5,19/11,2,408878789,False,0
12296180,1,full_time,True,False,19/3,11/2,1,403417249,False,0
12296180,1,full_time,True,False,15/4,18/7,2,403417254,True,0
12296279,1,full_time,False,True,6/2,0/6,1,408877272,False,0
12296279,1,full_time,False,True,10/2,1/9,2,408877448,False,0
12296445,1,full_time,False,False,9/6,0/6,1,408876623,True,0
12296445,1,full_time,False,False,19/9,7/9,2,408876771,True,0
12297011,1,full_time,False,True,9/6,11/10,1,405364156,False,0
12297011,1,full_time,False,True,0/6,18/9,2,405364196,False,0
12297602,1,full_time,True,False,7/11,17/11,1,407486599,True,0
12297602,1,full_time,True,False,5/3,1/2,2,407486652,True,0
12297637,1,full_time,False,True,15/11,2/5,1,406508452,False,0
12297637,1,full_time,False,True,5/4,9/11,2,406508482,False,0
12297684,1,full_time,False,False,3/9,16/5,1,406911785,True,0
12297684,1,full_time,False,False,1/5,14/6,2,406911841,True,0
12297829,1,full_time,True,True,7/4,4/10,1,407537579,True,0
12297829,1,full_time,True,True,17/5,5/6,2,407537619,False,0
12297842,1,full_time,False,True,7/9,19/7,1,407515810,False,0
12297842,1,full_time,False,True,11/6,10/8,2,407515928,True,0
12298085,1,full_time,False,False,9/10,16/10,1,407470187,True,0
12298085,1,full_time,False,False,15/9,14/2,2,407470198,True,0
12298215,1,full_time,False,True,5/8,10/3,1,407614950,True,0
12298215,1,full_time,False,True,9/3,16/4,2,407615090,True,0
12298247,1,full_time,False,True,16/4,14/9,1,408028011,True,0
12298247,1,full_time,False,True,12/11,4/7,2,408028162,False,0
12298341,1,full_time,False,False,7/6,12/4,1,407527185,True,0
12298341,1,full_time,False,False,6/9,11/3,2,407527399,False,0
12298342,1,full_time,True,False,17/10,8/4,1,407940544,False,0
12298342,1,full_time,True,False,2/7,15/9,2,407940601,False,0
12298430,1,full_time,True,False,8/11,0/4,1,408793899,True,0
12298430,1,full_time,True,False,18/7,14/7,2,408793928,False,0
12298435,1,full_time,False,False,9/9,15/10,1,409214712,True,0
12298435,1,full_time,False,False,12/11,17/2,2,409214866,False,0
12298441,1,full_time,True,False,3/4,0/2,1,409241664,False,0
12298441,1,full_time,True,False,2/3,17/5,2,409241679,False,0
12298510,1,full_time,False,True,6/3,11/3,1,409214909,False,0
12298510,1,full_time,False,True,5/3,8/2,2,409215018,True,0
12298511,1,full_time,False,True,18/11,10/8,1,408889364,True,0
12298511,1,full_time,False,True,17/2,3/10,2,408889570,False,0
