match_id,tournament_id,tournament_name,tournament_slug,tournament_unique_id,tournament_category_name,tournament_category_slug,user_count,ground_type,tennis_points,has_event_player_statistics,crowd_sourcing_enabled,has_performance_graph_feature,display_inverse_home_away_teams,priority,competition_type
12308262,129957,"Tbilisi, Singles Main, M-ITF-GEO-01A",tbilisi-singles-main-m-itf-geo-01a,,ITF Men,itf-men,27,Hardcourt outdoor,,False,True,False,True,0,2
12308272,129957,"Tbilisi, Singles Main, M-ITF-GEO-01A",tbilisi-singles-main-m-itf-geo-01a,,ITF Men,itf-men,27,Hardcourt outdoor,,True,True,True,False,0,2
12308273,129911,"Tbilisi, Singles Qualifying, M-ITF-GEO-01A",tbilisi-singles-qualifying-m-itf-geo-01a,,ITF Men,itf-men,28,Hardcourt outdoor,,True,True,True,False,0,2
12308274,129957,"Tbilisi, Singles Main, M-ITF-GEO-01A",tbilisi-singles-main-m-itf-geo-01a,,ITF Men,itf-men,28,Hardcourt outdoor,,False,True,False,True,0,2
12308275,129957,"Tbilisi, Singles Main, M-ITF-GEO-01A",tbilisi-singles-main-m-itf-geo-01a,,ITF Men,itf-men,28,Hardcourt outdoor,,False,False,False,True,0,2
12308276,129957,"Tbilisi, Singles Main, M-ITF-GEO-01A",tbilisi-singles-main-m-itf-geo-01a,,ITF Men,itf-men,28,Hardcourt outdoor,,False,False,False,False,0,2
12308277,129957,"Tbilisi, Singles Main, M-ITF-GEO-01A",tbilisi-singles-main-m-itf-geo-01a,,ITF Men,itf-men,27,Hardcourt outdoor,,True,False,True,True,0,2
12308539,129939,"Francavilla, Italy, Qualifying",francavilla-italy-qualifying,,Challenger,challenger,159,Red clay,,True,True,True,True,0,2
12308541,129932,"Mauthausen, Austria, Qualifying",mauthausen-austria-qualifying,,Challenger,challenger,89,Red clay,,True,True,True,False,0,2
12308544,129923,"Prague 2, Czech Republic, Qualifying",prague-2-czech-republic-qualifying,,Challenger,challenger,126,Red clay,,True,False,True,True,0,2
12308549,129908,"Luan, Singles Qualifying, W-ITF-CHN-04A",luan-singles-qualifying-w-itf-chn-04a,,ITF Women,itf-women,30,Hardcourt outdoor,,False,False,False,False,0,2
12308550,129908,"Luan, Singles Qualifying, W-ITF-CHN-04A",luan-singles-qualifying-w-itf-chn-04a,,ITF Women,itf-women,30,Hardcourt outdoor,,False,False,False,True,0,2
12308551,129908,"Luan, Singles Qualifying, W-ITF-CHN-04A",luan-singles-qualifying-w-itf-chn-04a,,ITF Women,itf-women,31,Hardcourt outdoor,,False,True,True,True,0,2
12308552,129908,"Luan, Singles Qualifying, W-ITF-CHN-04A",luan-singles-qualifying-w-itf-chn-04a,,ITF Women,itf-women,30,Hardcourt outdoor,,False,True,False,True,0,2
12308553,129908,"Luan, Singles Qualifying, W-ITF-CHN-04A",luan-singles-qualifying-w-itf-chn-04a,,ITF Women,itf-women,30,Hardcourt outdoor,,True,False,False,False,0,2
12308554,129908,"Luan, Singles Qualifying, W-ITF-CHN-04A",luan-singles-qualifying-w-itf-chn-04a,,ITF Women,itf-women,30,Hardcourt outdoor,,False,False,True,False,0,2
12308555,129908,"Luan, Singles Qualifying, W-ITF-CHN-04A",luan-singles-qualifying-w-itf-chn-04a,,ITF Women,itf-women,30,Hardcourt outdoor,,True,True,True,True,0,2
12308556,129908,"Luan, Singles Qualifying, W-ITF-CHN-04A",luan-singles-qualifying-w-itf-chn-04a,,ITF Women,itf-women,30,Hardcourt outdoor,,False,True,True,False,0,2
12308558,129932,"Mauthausen, Austria, Qualifying",mauthausen-austria-qualifying,,Challenger,challenger,90,Red clay,,True,False,True,True,0,2
12308560,129923,"Prague 2, Czech Republic, Qualifying",prague-2-czech-republic-qualifying,,Challenger,challenger,127,Red clay,,False,False,False,True,0,2
12308577,129910,"Wuxi, China, Qualifying",wuxi-china-qualifying,,Challenger,challenger,91,Hardcourt outdoor,,True,True,True,False,0,2
12308667,129923,"Prague 2, Czech Republic, Qualifying",prague-2-czech-republic-qualifying,,Challenger,challenger,126,Red clay,,False,True,True,False,0,2
12308742,129910,"Wuxi, China, Qualifying",wuxi-china-qualifying,,Challenger,challenger,91,Hardcourt outdoor,,True,False,False,False,0,2
12308743,129927,"Valldoreix, Singles Qualifying, M-ITF-ESP-13A",valldoreix-singles-qualifying-m-itf-esp-13a,,ITF Men,itf-men,22,Red clay,,False,True,False,False,0,2
12308745,129927,"Valldoreix, Singles Qualifying, M-ITF-ESP-13A",valldoreix-singles-qualifying-m-itf-esp-13a,,ITF Men,itf-men,22,Red clay,,True,True,True,True,0,2
12308746,129927,"Valldoreix, Singles Qualifying, M-ITF-ESP-13A",valldoreix-singles-qualifying-m-itf-esp-13a,,ITF Men,itf-men,21,Red clay,,True,True,True,True,0,2
12308756,129910,"Wuxi, China, Qualifying",wuxi-china-qualifying,,Challenger,challenger,91,Hardcourt outdoor,,True,True,True,True,0,2
12308841,129911,"Tbilisi, Singles Qualifying, M-ITF-GEO-01A",tbilisi-singles-qualifying-m-itf-geo-01a,,ITF Men,itf-men,28,Hardcourt outdoor,,True,False,False,False,0,2
12308850,129924,"Platja D Aro, Singles Qualifying, W-ITF-ESP-10A",platja-d-aro-singles-qualifying-w-itf-esp-10a,,ITF Women,itf-women,30,Red clay,,True,False,True,False,0,2
12308851,129924,"Platja D Aro, Singles Qualifying, W-ITF-ESP-10A",platja-d-aro-singles-qualifying-w-itf-esp-10a,,ITF Women,itf-women,30,Red clay,,True,True,False,False,0,2
12308852,129924,"Platja D Aro, Singles Qualifying, W-ITF-ESP-10A",platja-d-aro-singles-qualifying-w-itf-esp-10a,,ITF Women,itf-women,32,Red clay,,False,False,False,True,0,2
12308854,129924,"Platja D Aro, Singles Qualifying, W-ITF-ESP-10A",platja-d-aro-singles-qualifying-w-itf-esp-10a,,ITF Women,itf-women,30,Red clay,,True,False,True,False,0,2
12308855,129924,"Platja D Aro, Singles Qualifying, W-ITF-ESP-10A",platja-d-aro-singles-qualifying-w-itf-esp-10a,,ITF Women,itf-women,32,Red clay,,False,True,True,False,0,2
12308856,129924,"Platja D Aro, Singles Qualifying, W-ITF-ESP-10A",platja-d-aro-singles-qualifying-w-itf-esp-10a,,ITF Women,itf-women,32,Red clay,,True,True,False,False,0,2
12308857,129924,"Platja D Aro, Singles Qualifying, W-ITF-ESP-10A",platja-d-aro-singles-qualifying-w-itf-esp-10a,,ITF Women,itf-women,30,Red clay,,True,True,False,False,0,2
12308858,129924,"Platja D Aro, Singles Qualifying, W-ITF-ESP-10A",platja-d-aro-singles-qualifying-w-itf-esp-10a,,ITF Women,itf-women,32,Red clay,,False,True,True,False,0,2
12308859,129924,"Platja D Aro, Singles Qualifying, W-ITF-ESP-10A",platja-d-aro-singles-qualifying-w-itf-esp-10a,,ITF Women,itf-women,30,Red clay,,False,True,False,True,0,2
12308860,129924,"Platja D Aro, Singles Qualifying, W-ITF-ESP-10A",platja-d-aro-singles-qualifying-w-itf-esp-10a,,ITF Women,itf-women,32,Red clay,,False,False,True,True,0,2
12308861,129924,"Platja D Aro, Singles Qualifying, W-ITF-ESP-10A",platja-d-aro-singles-qualifying-w-itf-esp-10a,,ITF Women,itf-women,30,Red clay,,False,True,True,True,0,2
12308862,129924,"Platja D Aro, Singles Qualifying, W-ITF-ESP-10A",platja-d-aro-singles-qualifying-w-itf-esp-10a,,ITF Women,itf-women,32,Red clay,,True,False,True,True,0,2
12308863,129924,"Platja D Aro, Singles Qualifying, W-ITF-ESP-10A",platja-d-aro-singles-qualifying-w-itf-esp-10a,,ITF Women,itf-women,32,Red clay,,True,False,False,False,0,2
12308864,129924,"Platja D Aro, Singles Qualifying, W-ITF-ESP-10A",platja-d-aro-singles-qualifying-w-itf-esp-10a,,ITF Women,itf-women,30,Red clay,,True,True,True,True,0,2
12308865,129924,"Platja D Aro, Singles Qualifying, W-ITF-ESP-10A",platja-d-aro-singles-qualifying-w-itf-esp-10a,,ITF Women,itf-women,30,Red clay,,False,False,False,False,0,2
12308903,129911,"Tbilisi, Singles Qualifying, M-ITF-GEO-01A",tbilisi-singles-qualifying-m-itf-geo-01a,,ITF Men,itf-men,28,Hardcourt outdoor,,False,True,False,False,0,2
12308904,129932,"Mauthausen, Austria, Qualifying",mauthausen-austria-qualifying,,Challenger,challenger,90,Red clay,,False,False,False,False,0,2
12308906,129939,"Francavilla, Italy, Qualifying",francavilla-italy-qualifying,,Challenger,challenger,159,Red clay,,False,True,True,True,0,2
12308908,129918,"Bucharest, Singles Qualifying, W-ITF-ROU-01A",bucharest-singles-qualifying-w-itf-rou-01a,,ITF Women,itf-women,25,Red clay,,True,False,False,True,0,2
12308909,129918,"Bucharest, Singles Qualifying, W-ITF-ROU-01A",bucharest-singles-qualifying-w-itf-rou-01a,,ITF Women,itf-women,25,Red clay,,True,False,False,False,0,2
12308910,129918,"Bucharest, Singles Qualifying, W-ITF-ROU-01A",bucharest-singles-qualifying-w-itf-rou-01a,,ITF Women,itf-women,25,Red clay,,True,False,True,True,0,2
12308911,129918,"Bucharest, Singles Qualifying, W-ITF-ROU-01A",bucharest-singles-qualifying-w-itf-rou-01a,,ITF Women,itf-women,25,Red clay,,True,True,False,False,0,2
12308912,129918,"Bucharest, Singles Qualifying, W-ITF-ROU-01A",bucharest-singles-qualifying-w-itf-rou-01a,,ITF Women,itf-women,25,Red clay,,True,True,True,False,0,2
12308913,129918,"Bucharest, Singles Qualifying, W-ITF-ROU-01A",bucharest-singles-qualifying-w-itf-rou-01a,,ITF Women,itf-women,25,Red clay,,True,True,False,True,0,2
12308914,129918,"Bucharest, Singles Qualifying, W-ITF-ROU-01A",bucharest-singles-qualifying-w-itf-rou-01a,,ITF Women,itf-women,25,Red clay,,False,True,True,True,0,2
12308915,129918,"Bucharest, Singles Qualifying, W-ITF-ROU-01A",bucharest-singles-qualifying-w-itf-rou-01a,,ITF Women,itf-women,25,Red clay,,True,False,True,False,0,2
12308916,129918,"Bucharest, Singles Qualifying, W-ITF-ROU-01A",bucharest-singles-qualifying-w-itf-rou-01a,,ITF Women,itf-women,25,Red clay,,True,False,True,True,0,2
12308922,129918,"Bucharest, Singles Qualifying, W-ITF-ROU-01A",bucharest-singles-qualifying-w-itf-rou-01a,,ITF Women,itf-women,25,Red clay,,False,False,False,False,0,2
12308923,129918,"Bucharest, Singles Qualifying, W-ITF-ROU-01A",bucharest-singles-qualifying-w-itf-rou-01a,,ITF Women,itf-women,25,Red clay,,True,True,True,False,0,2
12308959,129921,"Doboj, Singles Qualifying, M-ITF-BIH-01A",doboj-singles-qualifying-m-itf-bih-01a,,ITF Men,itf-men,28,Red clay,,False,True,False,True,0,2
12308960,129921,"Doboj, Singles Qualifying, M-ITF-BIH-01A",doboj-singles-qualifying-m-itf-bih-01a,,ITF Men,itf-men,28,Red clay,,True,False,True,False,0,2
12308961,129921,"Doboj, Singles Qualifying, M-ITF-BIH-01A",doboj-singles-qualifying-m-itf-bih-01a,,ITF Men,itf-men,27,Red clay,,True,True,True,False,0,2
12308962,129921,"Doboj, Singles Qualifying, M-ITF-BIH-01A",doboj-singles-qualifying-m-itf-bih-01a,,ITF Men,itf-men,27,Red clay,,False,True,False,True,0,2
12308963,129921,"Doboj, Singles Qualifying, M-ITF-BIH-01A",doboj-singles-qualifying-m-itf-bih-01a,,ITF Men,itf-men,27,Red clay,,True,False,False,False,0,2
12308964,129921,"Doboj, Singles Qualifying, M-ITF-BIH-01A",doboj-singles-qualifying-m-itf-bih-01a,,ITF Men,itf-men,27,Red clay,,False,False,True,True,0,2
12308965,129921,"Doboj, Singles Qualifying, M-ITF-BIH-01A",doboj-singles-qualifying-m-itf-bih-01a,,ITF Men,itf-men,27,Red clay,,True,True,True,True,0,2
12308966,129921,"Doboj, Singles Qualifying, M-ITF-BIH-01A",doboj-singles-qualifying-m-itf-bih-01a,,ITF Men,itf-men,28,Red clay,,True,False,True,False,0,2
12308967,129921,"Doboj, Singles Qualifying, M-ITF-BIH-01A",doboj-singles-qualifying-m-itf-bih-01a,,ITF Men,itf-men,27,Red clay,,False,True,False,False,0,2
12308968,129921,"Doboj, Singles Qualifying, M-ITF-BIH-01A",doboj-singles-qualifying-m-itf-bih-01a,,ITF Men,itf-men,28,Red clay,,False,False,False,False,0,2
12308969,129921,"Doboj, Singles Qualifying, M-ITF-BIH-01A",doboj-singles-qualifying-m-itf-bih-01a,,ITF Men,itf-men,27,Red clay,,False,False,True,True,0,2
12308970,129921,"Doboj, Singles Qualifying, M-ITF-BIH-01A",doboj-singles-qualifying-m-itf-bih-01a,,ITF Men,itf-men,27,Red clay,,True,True,True,False,0,2
12308971,129921,"Doboj, Singles Qualifying, M-ITF-BIH-01A",doboj-singles-qualifying-m-itf-bih-01a,,ITF Men,itf-men,28,Red clay,,False,False,False,False,0,2
12308972,129921,"Doboj, Singles Qualifying, M-ITF-BIH-01A",doboj-singles-qualifying-m-itf-bih-01a,,ITF Men,itf-men,28,Red clay,,True,True,False,False,0,2
12308973,129921,"Doboj, Singles Qualifying, M-ITF-BIH-01A",doboj-singles-qualifying-m-itf-bih-01a,,ITF Men,itf-men,27,Red clay,,False,False,False,False,0,2
12308995,129924,"Platja D Aro, Singles Qualifying, W-ITF-ESP-10A",platja-d-aro-singles-qualifying-w-itf-esp-10a,,ITF Women,itf-women,30,Red clay,,True,False,True,False,0,2
12309009,129748,"Xalapa, Singles Main, M-ITF-MEX-02A",xalapa-singles-main-m-itf-mex-02a,,ITF Men,itf-men,34,Hardcourt outdoor,,True,False,False,False,0,2
12309067,129921,"Doboj, Singles Qualifying, M-ITF-BIH-01A",doboj-singles-qualifying-m-itf-bih-01a,,ITF Men,itf-men,28,Red clay,,False,False,True,False,0,2
12309068,129910,"Wuxi, China, Qualifying",wuxi-china-qualifying,,Challenger,challenger,91,Hardcourt outdoor,,True,False,False,True,0,2
12309069,129919,"Prague, Singles Qualifying, W-ITF-CZE-02A",prague-singles-qualifying-w-itf-cze-02a,,ITF Women,itf-women,40,Red clay,,False,False,False,True,0,2
12309070,129919,"Prague, Singles Qualifying, W-ITF-CZE-02A",prague-singles-qualifying-w-itf-cze-02a,,ITF Women,itf-women,40,Red clay,,True,True,False,True,0,2
12309071,129919,"Prague, Singles Qualifying, W-ITF-CZE-02A",prague-singles-qualifying-w-itf-cze-02a,,ITF Women,itf-women,40,Red clay,,True,True,False,False,0,2
12309072,129919,"Prague, Singles Qualifying, W-ITF-CZE-02A",prague-singles-qualifying-w-itf-cze-02a,,ITF Women,itf-women,40,Red clay,,True,True,True,True,0,2
12309073,129919,"Prague, Singles Qualifying, W-ITF-CZE-02A",prague-singles-qualifying-w-itf-cze-02a,,ITF Women,itf-women,40,Red clay,,False,True,True,False,0,2
12309074,129919,"Prague, Singles Qualifying, W-ITF-CZE-02A",prague-singles-qualifying-w-itf-cze-02a,,ITF Women,itf-women,40,Red clay,,False,True,True,True,0,2
12309075,129919,"Prague, Singles Qualifying, W-ITF-CZE-02A",prague-singles-qualifying-w-itf-cze-02a,,ITF Women,itf-women,40,Red clay,,True,False,True,True,0,2
12309078,129915,"Antalya, Singles Qualifying, M-ITF-TUR-18A",antalya-singles-qualifying-m-itf-tur-18a,,ITF Men,itf-men,26,Red clay,,True,False,False,False,0,2
12309079,129914,"Antalya, Singles Qualifying, W-ITF-TUR-18A",antalya-singles-qualifying-w-itf-tur-18a,,ITF Women,itf-women,23,Red clay,,False,False,False,True,0,2
12309080,129915,"Antalya, Singles Qualifying, M-ITF-TUR-18A",antalya-singles-qualifying-m-itf-tur-18a,,ITF Men,itf-men,26,Red clay,,True,False,False,False,0,2
12309081,129914,"Antalya, Singles Qualifying, W-ITF-TUR-18A",antalya-singles-qualifying-w-itf-tur-18a,,ITF Women,itf-women,23,Red clay,,True,False,False,True,0,2
12309082,129915,"Antalya, Singles Qualifying, M-ITF-TUR-18A",antalya-singles-qualifying-m-itf-tur-18a,,ITF Men,itf-men,26,Red clay,,False,True,True,True,0,2
12309083,129914,"Antalya, Singles Qualifying, W-ITF-TUR-18A",antalya-singles-qualifying-w-itf-tur-18a,,ITF Women,itf-women,22,Red clay,,False,False,True,True,0,2
12309084,129914,"Antalya, Singles Qualifying, W-ITF-TUR-18A",antalya-singles-qualifying-w-itf-tur-18a,,ITF Women,itf-women,23,Red clay,,False,True,True,True,0,2
12309085,129914,"Antalya, Singles Qualifying, W-ITF-TUR-18A",antalya-singles-qualifying-w-itf-tur-18a,,ITF Women,itf-women,23,Red clay,,False,False,True,True,0,2
12309086,129914,"Antalya, Singles Qualifying, W-ITF-TUR-18A",antalya-singles-qualifying-w-itf-tur-18a,,ITF Women,itf-women,23,Red clay,,False,True,False,True,0,2
12309087,129915,"Antalya, Singles Qualifying, M-ITF-TUR-18A",antalya-singles-qualifying-m-itf-tur-18a,,ITF Men,itf-men,26,Red clay,,False,False,False,False,0,2
12309088,129914,"Antalya, Singles Qualifying, W-ITF-TUR-18A",antalya-singles-qualifying-w-itf-tur-18a,,ITF Women,itf-women,23,Red clay,,True,False,False,True,0,2
12309089,129914,"Antalya, Singles Qualifying, W-ITF-TUR-18A",antalya-singles-qualifying-w-itf-tur-18a,,ITF Women,itf-women,23,Red clay,,True,False,True,False,0,2
12309090,129915,"Antalya, Singles Qualifying, M-ITF-TUR-18A",antalya-singles-qualifying-m-itf-tur-18a,,ITF Men,itf-men,26,Red clay,,False,False,True,True,0,2
12309091,129915,"Antalya, Singles Qualifying, M-ITF-TUR-18A",antalya-singles-qualifying-m-itf-tur-18a,,ITF Men,itf-men,26,Red clay,,False,True,False,False,0,2
12309092,129914,"Antalya, Singles Qualifying, W-ITF-TUR-18A",antalya-singles-qualifying-w-itf-tur-18a,,ITF Women,itf-women,23,Red clay,,True,False,False,False,0,2
12309093,129915,"Antalya, Singles Qualifying, M-ITF-TUR-18A",antalya-singles-qualifying-m-itf-tur-18a,,ITF Men,itf-men,26,Red clay,,False,False,True,False,0,2
12309094,129914,"Antalya, Singles Qualifying, W-ITF-TUR-18A",antalya-singles-qualifying-w-itf-tur-18a,,ITF Women,itf-women,23,Red clay,,True,True,True,True,0,2
12309095,129915,"Antalya, Singles Qualifying, M-ITF-TUR-18A",antalya-singles-qualifying-m-itf-tur-18a,,ITF Men,itf-men,26,Red clay,,True,False,True,False,0,2
12309096,129915,"Antalya, Singles Qualifying, M-ITF-TUR-18A",antalya-singles-qualifying-m-itf-tur-18a,,ITF Men,itf-men,26,Red clay,,False,False,True,False,0,2
12309097,129914,"Antalya, Singles Qualifying, W-ITF-TUR-18A",antalya-singles-qualifying-w-itf-tur-18a,,ITF Women,itf-women,22,Red clay,,True,False,True,False,0,2
12309098,129914,"Antalya, Singles Qualifying, W-ITF-TUR-18A",antalya-singles-qualifying-w-itf-tur-18a,,ITF Women,itf-women,23,Red clay,,False,False,False,False,0,2
12309099,129914,"Antalya, Singles Qualifying, W-ITF-TUR-18A",antalya-singles-qualifying-w-itf-tur-18a,,ITF Women,itf-women,23,Red clay,,True,False,True,False,0,2
12309100,129915,"Antalya, Singles Qualifying, M-ITF-TUR-18A",antalya-singles-qualifying-m-itf-tur-18a,,ITF Men,itf-men,26,Red clay,,False,True,False,False,0,2
12309101,129915,"Antalya, Singles Qualifying, M-ITF-TUR-18A",antalya-singles-qualifying-m-itf-tur-18a,,ITF Men,itf-men,26,Red clay,,True,False,False,False,0,2
12309102,129915,"Antalya, Singles Qualifying, M-ITF-TUR-18A",antalya-singles-qualifying-m-itf-tur-18a,,ITF Men,itf-men,26,Red clay,,False,False,False,True,0,2
12309103,129915,"Antalya, Singles Qualifying, M-ITF-TUR-18A",antalya-singles-qualifying-m-itf-tur-18a,,ITF Men,itf-men,26,Red clay,,True,False,False,True,0,2
12309104,129915,"Antalya, Singles Qualifying, M-ITF-TUR-18A",antalya-singles-qualifying-m-itf-tur-18a,,ITF Men,itf-men,26,Red clay,,True,False,False,True,0,2
12309105,129915,"Antalya, Singles Qualifying, M-ITF-TUR-18A",antalya-singles-qualifying-m-itf-tur-18a,,ITF Men,itf-men,26,Red clay,,True,True,False,True,0,2
12309106,129914,"Antalya, Singles Qualifying, W-ITF-TUR-18A",antalya-singles-qualifying-w-itf-tur-18a,,ITF Women,itf-women,22,Red clay,,True,True,True,True,0,2
12309107,129914,"Antalya, Singles Qualifying, W-ITF-TUR-18A",antalya-singles-qualifying-w-itf-tur-18a,,ITF Women,itf-women,23,Red clay,,True,False,False,True,0,2
12309108,129915,"Antalya, Singles Qualifying, M-ITF-TUR-18A",antalya-singles-qualifying-m-itf-tur-18a,,ITF Men,itf-men,26,Red clay,,False,False,True,False,0,2
12309109,129914,"Antalya, Singles Qualifying, W-ITF-TUR-18A",antalya-singles-qualifying-w-itf-tur-18a,,ITF Women,itf-women,23,Red clay,,False,True,False,True,0,2
12309110,129915,"Antalya, Singles Qualifying, M-ITF-TUR-18A",antalya-singles-qualifying-m-itf-tur-18a,,ITF Men,itf-men,26,Red clay,,False,False,False,False,0,2
12309112,129911,"Tbilisi, Singles Qualifying, M-ITF-GEO-01A",tbilisi-singles-qualifying-m-itf-geo-01a,,ITF Men,itf-men,28,Hardcourt outdoor,,True,True,True,False,0,2
12309115,129932,"Mauthausen, Austria, Qualifying",mauthausen-austria-qualifying,,Challenger,challenger,90,Red clay,,False,True,False,True,0,2
12309116,129919,"Prague, Singles Qualifying, W-ITF-CZE-02A",prague-singles-qualifying-w-itf-cze-02a,,ITF Women,itf-women,40,Red clay,,False,False,False,False,0,2
12309126,129918,"Bucharest, Singles Qualifying, W-ITF-ROU-01A",bucharest-singles-qualifying-w-itf-rou-01a,,ITF Women,itf-women,25,Red clay,,True,False,False,False,0,2
12309127,129918,"Bucharest, Singles Qualifying, W-ITF-ROU-01A",bucharest-singles-qualifying-w-itf-rou-01a,,ITF Women,itf-women,25,Red clay,,True,False,False,False,0,2
12309128,129918,"Bucharest, Singles Qualifying, W-ITF-ROU-01A",bucharest-singles-qualifying-w-itf-rou-01a,,ITF Women,itf-women,25,Red clay,,True,True,True,False,0,2
12309129,129918,"Bucharest, Singles Qualifying, W-ITF-ROU-01A",bucharest-singles-qualifying-w-itf-rou-01a,,ITF Women,itf-women,25,Red clay,,True,False,False,True,0,2
12309130,129918,"Bucharest, Singles Qualifying, W-ITF-ROU-01A",bucharest-singles-qualifying-w-itf-rou-01a,,ITF Women,itf-women,25,Red clay,,True,False,False,False,0,2
12309189,129917,"Bucharest, Singles Qualifying, M-ITF-ROU-01A",bucharest-singles-qualifying-m-itf-rou-01a,,ITF Men,itf-men,15,Red clay,,True,False,False,False,0,2
12309190,129917,"Bucharest, Singles Qualifying, M-ITF-ROU-01A",bucharest-singles-qualifying-m-itf-rou-01a,,ITF Men,itf-men,15,Red clay,,True,True,True,True,0,2
12309191,129917,"Bucharest, Singles Qualifying, M-ITF-ROU-01A",bucharest-singles-qualifying-m-itf-rou-01a,,ITF Men,itf-men,15,Red clay,,False,False,False,False,0,2
12309192,129917,"Bucharest, Singles Qualifying, M-ITF-ROU-01A",bucharest-singles-qualifying-m-itf-rou-01a,,ITF Men,itf-men,15,Red clay,,True,False,False,True,0,2
12309193,129917,"Bucharest, Singles Qualifying, M-ITF-ROU-01A",bucharest-singles-qualifying-m-itf-rou-01a,,ITF Men,itf-men,15,Red clay,,False,True,False,False,0,2
12309194,129917,"Bucharest, Singles Qualifying, M-ITF-ROU-01A",bucharest-singles-qualifying-m-itf-rou-01a,,ITF Men,itf-men,15,Red clay,,False,True,False,False,0,2
12309195,129917,"Bucharest, Singles Qualifying, M-ITF-ROU-01A",bucharest-singles-qualifying-m-itf-rou-01a,,ITF Men,itf-men,15,Red clay,,True,True,False,False,0,2
12309196,129917,"Bucharest, Singles Qualifying, M-ITF-ROU-01A",bucharest-singles-qualifying-m-itf-rou-01a,,ITF Men,itf-men,15,Red clay,,False,False,False,False,0,2
12309197,129917,"Bucharest, Singles Qualifying, M-ITF-ROU-01A",bucharest-singles-qualifying-m-itf-rou-01a,,ITF Men,itf-men,15,Red clay,,True,True,False,False,0,2
12309198,129917,"Bucharest, Singles Qualifying, M-ITF-ROU-01A",bucharest-singles-qualifying-m-itf-rou-01a,,ITF Men,itf-men,15,Red clay,,False,True,False,False,0,2
12309199,129917,"Bucharest, Singles Qualifying, M-ITF-ROU-01A",bucharest-singles-qualifying-m-itf-rou-01a,,ITF Men,itf-men,15,Red clay,,False,False,True,True,0,2
12309200,129917,"Bucharest, Singles Qualifying, M-ITF-ROU-01A",bucharest-singles-qualifying-m-itf-rou-01a,,ITF Men,itf-men,15,Red clay,,True,True,False,False,0,2
12309201,129917,"Bucharest, Singles Qualifying, M-ITF-ROU-01A",bucharest-singles-qualifying-m-itf-rou-01a,,ITF Men,itf-men,15,Red clay,,True,True,False,False,0,2
12309202,129917,"Bucharest, Singles Qualifying, M-ITF-ROU-01A",bucharest-singles-qualifying-m-itf-rou-01a,,ITF Men,itf-men,15,Red clay,,False,False,False,True,0,2
12309203,129917,"Bucharest, Singles Qualifying, M-ITF-ROU-01A",bucharest-singles-qualifying-m-itf-rou-01a,,ITF Men,itf-men,15,Red clay,,True,False,False,True,0,2
12309204,129917,"Bucharest, Singles Qualifying, M-ITF-ROU-01A",bucharest-singles-qualifying-m-itf-rou-01a,,ITF Men,itf-men,15,Red clay,,True,True,True,True,0,2
12309208,129939,"Francavilla, Italy, Qualifying",francavilla-italy-qualifying,,Challenger,challenger,159,Red clay,,False,True,False,False,0,2
12309218,129923,"Prague 2, Czech Republic, Qualifying",prague-2-czech-republic-qualifying,,Challenger,challenger,126,Red clay,,False,False,True,True,0,2
12309230,129923,"Prague 2, Czech Republic, Qualifying",prague-2-czech-republic-qualifying,,Challenger,challenger,126,Red clay,,False,False,True,True,0,2
12309232,129963,"Rome, Italy, Qualifying",rome-italy-qualifying,,WTA,wta,3127,Red clay,1000,True,True,False,False,0,2
12309246,129963,"Rome, Italy, Qualifying",rome-italy-qualifying,,WTA,wta,3127,Red clay,1000,True,True,False,False,0,2
12309248,129963,"Rome, Italy, Qualifying",rome-italy-qualifying,,WTA,wta,3127,Red clay,1000,False,False,True,False,0,2
12309249,129963,"Rome, Italy, Qualifying",rome-italy-qualifying,,WTA,wta,3127,Red clay,1000,False,True,True,False,0,2
12309250,129963,"Rome, Italy, Qualifying",rome-italy-qualifying,,WTA,wta,3127,Red clay,1000,False,False,True,False,0,2
12309252,129963,"Rome, Italy, Qualifying",rome-italy-qualifying,,WTA,wta,3127,Red clay,1000,True,False,False,True,0,2
12309264,129963,"Rome, Italy, Qualifying",rome-italy-qualifying,,WTA,wta,3127,Red clay,1000,True,False,False,False,0,2
12309265,129963,"Rome, Italy, Qualifying",rome-italy-qualifying,,WTA,wta,3127,Red clay,1000,False,False,True,True,0,2
12309268,129963,"Rome, Italy, Qualifying",rome-italy-qualifying,,WTA,wta,3127,Red clay,1000,True,False,True,True,0,2
12309269,129963,"Rome, Italy, Qualifying",rome-italy-qualifying,,WTA,wta,3127,Red clay,1000,False,False,False,False,0,2
12309270,129963,"Rome, Italy, Qualifying",rome-italy-qualifying,,WTA,wta,3127,Red clay,1000,False,True,True,False,0,2
12309275,129963,"Rome, Italy, Qualifying",rome-italy-qualifying,,WTA,wta,3127,Red clay,1000,False,False,True,True,0,2
12309276,129963,"Rome, Italy, Qualifying",rome-italy-qualifying,,WTA,wta,3127,Red clay,1000,True,False,False,False,0,2
12309277,129963,"Rome, Italy, Qualifying",rome-italy-qualifying,,WTA,wta,3127,Red clay,1000,False,True,True,False,0,2
12309340,129933,"Monastir, Singles Qualifying, M-ITF-TUN-31A",monastir-singles-qualifying-m-itf-tun-31a,,ITF Men,itf-men,18,Hardcourt outdoor,,False,False,False,False,0,2
