match_id,round_id,name,slug,cup_round_type
12315390,6,Round of 32,round-of-32,16
12315391,6,Round of 32,round-of-32,16
12315392,6,Round of 32,round-of-32,16
12315393,6,Round of 32,round-of-32,16
12315404,6,Round of 32,round-of-32,16
12315405,6,Round of 32,round-of-32,16
12315406,6,Round of 32,round-of-32,16
12315407,6,Round of 32,round-of-32,16
12315408,6,Round of 32,round-of-32,16
12315409,6,Round of 32,round-of-32,16
12315410,6,Round of 32,round-of-32,16
12315536,6,Round of 32,round-of-32,16
12315537,6,Round of 32,round-of-32,16
12315538,6,Round of 32,round-of-32,16
12315539,6,Round of 32,round-of-32,16
12315540,6,Round of 32,round-of-32,16
12315541,6,Round of 32,round-of-32,16
12315542,6,Round of 32,round-of-32,16
12315546,5,Round of 16,round-of-16,8
12315547,5,Round of 16,round-of-16,8
12315548,5,Round of 16,round-of-16,8
12315549,5,Round of 16,round-of-16,8
12315727,5,Round of 16,round-of-16,8
12315813,5,Round of 16,round-of-16,8
12315852,5,Round of 16,round-of-16,8
12315993,6,Round of 32,round-of-32,16
12315994,6,Round of 32,round-of-32,16
12315995,6,Round of 32,round-of-32,16
12315996,6,Round of 32,round-of-32,16
12315997,6,Round of 32,round-of-32,16
12315998,6,Round of 32,round-of-32,16
12315999,6,Round of 32,round-of-32,16
12316000,6,Round of 32,round-of-32,16
12316145,6,Round of 32,round-of-32,16
12316146,6,Round of 32,round-of-32,16
12316147,6,Round of 32,round-of-32,16
12316148,6,Round of 32,round-of-32,16
12316149,6,Round of 32,round-of-32,16
12316150,6,Round of 32,round-of-32,16
12316151,6,Round of 32,round-of-32,16
12316152,6,Round of 32,round-of-32,16
12316198,5,Round of 16,round-of-16,8
12316199,5,Round of 16,round-of-16,8
12316222,5,Round of 16,round-of-16,8
12316255,5,Round of 16,round-of-16,8
12316257,5,Round of 16,round-of-16,8
12316258,5,Round of 16,round-of-16,8
12316259,5,Round of 16,round-of-16,8
12316260,5,Round of 16,round-of-16,8
12316299,64,Round of 128,round-of-128,
12316300,64,Round of 128,round-of-128,
12316301,64,Round of 128,round-of-128,
12316302,64,Round of 128,round-of-128,
12316303,64,Round of 128,round-of-128,
12316304,64,Round of 128,round-of-128,
12316305,64,Round of 128,round-of-128,
12316307,64,Round of 128,round-of-128,
12316308,64,Round of 128,round-of-128,
12316309,64,Round of 128,round-of-128,
12316333,64,Round of 128,round-of-128,
12316334,64,Round of 128,round-of-128,
12316335,64,Round of 128,round-of-128,
12316336,64,Round of 128,round-of-128,
12316337,64,Round of 128,round-of-128,
12316338,64,Round of 128,round-of-128,
12316339,64,Round of 128,round-of-128,
12316340,64,Round of 128,round-of-128,
12316341,64,Round of 128,round-of-128,
12316343,64,Round of 128,round-of-128,
12316377,6,Round of 32,round-of-32,16
12316379,64,Round of 128,round-of-128,
12316417,6,Round of 32,round-of-32,16
12316418,6,Round of 32,round-of-32,16
12316419,6,Round of 32,round-of-32,16
12316420,6,Round of 32,round-of-32,16
12316421,6,Round of 32,round-of-32,16
12316422,6,Round of 32,round-of-32,16
12316423,6,Round of 32,round-of-32,16
12316424,6,Round of 32,round-of-32,16
12316425,6,Round of 32,round-of-32,16
12316437,5,Round of 16,round-of-16,8
12316438,5,Round of 16,round-of-16,8
12316439,5,Round of 16,round-of-16,8
12317506,5,Round of 16,round-of-16,8
12317507,5,Round of 16,round-of-16,8
12317508,5,Round of 16,round-of-16,8
12317543,5,Round of 16,round-of-16,8
12317544,5,Round of 16,round-of-16,8
12317545,5,Round of 16,round-of-16,8
12317575,5,Round of 16,round-of-16,8
12317597,5,Round of 16,round-of-16,8
12317691,6,Round of 32,round-of-32,16
12317693,6,Round of 32,round-of-32,16
12317766,5,Round of 16,round-of-16,8
12317767,5,Round of 16,round-of-16,8
12317768,5,Round of 16,round-of-16,8
12317769,5,Round of 16,round-of-16,8
12318014,5,Round of 16,round-of-16,8
12318056,5,Round of 16,round-of-16,8
12318057,5,Round of 16,round-of-16,8
12318235,6,Round of 32,round-of-32,16
12318273,27,Quarterfinals,quarterfinals,4
12318316,5,Round of 16,round-of-16,8
12318319,5,Round of 16,round-of-16,8
12318320,5,Round of 16,round-of-16,8
12318331,5,Round of 16,round-of-16,8
12318333,5,Round of 16,round-of-16,8
12318353,5,Round of 16,round-of-16,8
12318354,27,Quarterfinals,quarterfinals,4
12318355,5,Round of 16,round-of-16,8
12318356,5,Round of 16,round-of-16,8
12318357,5,Round of 16,round-of-16,8
12318358,5,Round of 16,round-of-16,8
12318359,6,Round of 32,round-of-32,16
12318360,5,Round of 16,round-of-16,8
12318361,5,Round of 16,round-of-16,8
12318363,5,Round of 16,round-of-16,8
12318365,5,Round of 16,round-of-16,8
12318383,5,Round of 16,round-of-16,8
12318384,5,Round of 16,round-of-16,8
12318388,5,Round of 16,round-of-16,8
12318390,27,Quarterfinals,quarterfinals,4
12318393,27,Quarterfinals,quarterfinals,4
12318398,5,Round of 16,round-of-16,8
12318401,5,Round of 16,round-of-16,8
12318431,5,Round of 16,round-of-16,8
12318438,5,Round of 16,round-of-16,8
12318439,5,Round of 16,round-of-16,8
12318440,5,Round of 16,round-of-16,8
12318441,5,Round of 16,round-of-16,8
12318442,5,Round of 16,round-of-16,8
12318443,5,Round of 16,round-of-16,8
12318445,5,Round of 16,round-of-16,8
12318457,5,Round of 16,round-of-16,8
12318459,5,Round of 16,round-of-16,8
12318471,5,Round of 16,round-of-16,8
12318483,5,Round of 16,round-of-16,8
12318484,5,Round of 16,round-of-16,8
12318485,5,Round of 16,round-of-16,8
12318486,5,Round of 16,round-of-16,8
12318487,5,Round of 16,round-of-16,8
12318488,5,Round of 16,round-of-16,8
12318490,5,Round of 16,round-of-16,8
12318491,5,Round of 16,round-of-16,8
12318563,5,Round of 16,round-of-16,8
12318569,5,Round of 16,round-of-16,8
12318571,5,Round of 16,round-of-16,8
12318575,5,Round of 16,round-of-16,8
12318576,5,Round of 16,round-of-16,8
12318577,5,Round of 16,round-of-16,8
12318578,5,Round of 16,round-of-16,8
12318583,5,Round of 16,round-of-16,8
12318584,5,Round of 16,round-of-16,8
12318588,5,Round of 16,round-of-16,8
12318602,5,Round of 16,round-of-16,8
12318612,5,Round of 16,round-of-16,8
12318614,5,Round of 16,round-of-16,8
12318615,5,Round of 16,round-of-16,8
12318616,5,Round of 16,round-of-16,8
12318623,5,Round of 16,round-of-16,8
12318633,6,Round of 32,round-of-32,16
12318634,6,Round of 32,round-of-32,16
12318635,6,Round of 32,round-of-32,16
12318636,6,Round of 32,round-of-32,16
12318637,6,Round of 32,round-of-32,16
12318638,6,Round of 32,round-of-32,16
12318639,6,Round of 32,round-of-32,16
12318640,6,Round of 32,round-of-32,16
12318641,6,Round of 32,round-of-32,16
12318645,5,Round of 16,round-of-16,8
12318646,5,Round of 16,round-of-16,8
12318652,5,Round of 16,round-of-16,8
12318666,5,Round of 16,round-of-16,8
12318667,5,Round of 16,round-of-16,8
12318669,5,Round of 16,round-of-16,8
12318671,5,Round of 16,round-of-16,8
12318672,5,Round of 16,round-of-16,8
12318673,5,Round of 16,round-of-16,8
12318675,5,Round of 16,round-of-16,8
12318676,5,Round of 16,round-of-16,8
12318684,5,Round of 16,round-of-16,8
12318686,5,Round of 16,round-of-16,8
12318687,5,Round of 16,round-of-16,8
12318688,5,Round of 16,round-of-16,8
12318689,5,Round of 16,round-of-16,8
12318701,5,Round of 16,round-of-16,8
12318734,5,Round of 16,round-of-16,8
12318768,5,Round of 16,round-of-16,8
12318825,5,Round of 16,round-of-16,8
12318835,32,Round of 64,round-of-64,
12318837,5,Round of 16,round-of-16,8
12318838,5,Round of 16,round-of-16,8
12318841,5,Round of 16,round-of-16,8
12318842,5,Round of 16,round-of-16,8
12318845,5,Round of 16,round-of-16,8
12318846,5,Round of 16,round-of-16,8
12318847,5,Round of 16,round-of-16,8
12318848,64,Round of 128,round-of-128,
12318853,5,Round of 16,round-of-16,8
12318856,5,Round of 16,round-of-16,8
12318858,5,Round of 16,round-of-16,8
12318859,5,Round of 16,round-of-16,8
12318860,5,Round of 16,round-of-16,8
12318862,5,Round of 16,round-of-16,8
12318865,5,Round of 16,round-of-16,8
12318890,5,Round of 16,round-of-16,8
12318896,5,Round of 16,round-of-16,8
12318958,5,Round of 16,round-of-16,8
12318983,5,Round of 16,round-of-16,8
12318984,5,Round of 16,round-of-16,8
12318985,5,Round of 16,round-of-16,8
12318986,5,Round of 16,round-of-16,8
12318987,5,Round of 16,round-of-16,8
12319054,5,Round of 16,round-of-16,8
12319055,5,Round of 16,round-of-16,8
12319056,5,Round of 16,round-of-16,8
12319057,5,Round of 16,round-of-16,8
12319086,5,Round of 16,round-of-16,8
12319238,5,Round of 16,round-of-16,8
12319327,5,Round of 16,round-of-16,8
12319705,5,Round of 16,round-of-16,8
12319708,5,Round of 16,round-of-16,8
12320150,5,Round of 16,round-of-16,8
12320529,5,Round of 16,round-of-16,8
12320537,5,Round of 16,round-of-16,8
12320538,5,Round of 16,round-of-16,8
12320543,5,Round of 16,round-of-16,8
12320585,5,Round of 16,round-of-16,8
12320604,5,Round of 16,round-of-16,8
12320638,5,Round of 16,round-of-16,8
12296881,5,Round of 16,round-of-16,8
12296882,27,Quarterfinals,quarterfinals,4
12296883,27,Quarterfinals,quarterfinals,4
12296884,27,Quarterfinals,quarterfinals,4
12296887,5,Round of 16,round-of-16,8
12296890,27,Quarterfinals,quarterfinals,4
12296891,5,Round of 16,round-of-16,8
12296893,5,Round of 16,round-of-16,8
12296904,27,Quarterfinals,quarterfinals,4
12296905,5,Round of 16,round-of-16,8
12296906,5,Round of 16,round-of-16,8
12296908,5,Round of 16,round-of-16,8
12296910,5,Round of 16,round-of-16,8
12296912,5,Round of 16,round-of-16,8
12296913,5,Round of 16,round-of-16,8
12296914,27,Quarterfinals,quarterfinals,4
12296925,5,Round of 16,round-of-16,8
12296926,5,Round of 16,round-of-16,8
12296927,5,Round of 16,round-of-16,8
12296928,27,Quarterfinals,quarterfinals,4
12296929,27,Quarterfinals,quarterfinals,4
12296930,5,Round of 16,round-of-16,8
12296931,5,Round of 16,round-of-16,8
12296932,27,Quarterfinals,quarterfinals,4
12296933,27,Quarterfinals,quarterfinals,4
12296934,5,Round of 16,round-of-16,8
12296936,5,Round of 16,round-of-16,8
12296938,5,Round of 16,round-of-16,8
12296948,5,Round of 16,round-of-16,8
12296951,5,Round of 16,round-of-16,8
12296952,27,Quarterfinals,quarterfinals,4
12296953,27,Quarterfinals,quarterfinals,4
12296955,27,Quarterfinals,quarterfinals,4
12296956,5,Round of 16,round-of-16,8
12296957,27,Quarterfinals,quarterfinals,4
12296958,5,Round of 16,round-of-16,8
12296960,5,Round of 16,round-of-16,8
12296961,5,Round of 16,round-of-16,8
12296977,5,Round of 16,round-of-16,8
12296978,5,Round of 16,round-of-16,8
12296979,5,Round of 16,round-of-16,8
12296980,5,Round of 16,round-of-16,8
12296982,5,Round of 16,round-of-16,8
12296987,5,Round of 16,round-of-16,8
12296988,5,Round of 16,round-of-16,8
12296991,27,Quarterfinals,quarterfinals,4
12296994,27,Quarterfinals,quarterfinals,4
12296996,27,Quarterfinals,quarterfinals,4
12296997,27,Quarterfinals,quarterfinals,4
12299536,32,Round of 64,round-of-64,
12299542,32,Round of 64,round-of-64,
12299543,32,Round of 64,round-of-64,
12299544,32,Round of 64,round-of-64,
12299545,32,Round of 64,round-of-64,
12299548,32,Round of 64,round-of-64,
12299549,32,Round of 64,round-of-64,
12299550,32,Round of 64,round-of-64,
12299551,32,Round of 64,round-of-64,
12302277,32,Round of 64,round-of-64,
12302283,32,Round of 64,round-of-64,
12302285,32,Round of 64,round-of-64,
12302289,32,Round of 64,round-of-64,
12302290,32,Round of 64,round-of-64,
12302291,32,Round of 64,round-of-64,
12302300,32,Round of 64,round-of-64,
12302302,32,Round of 64,round-of-64,
12302303,32,Round of 64,round-of-64,
12302304,32,Round of 64,round-of-64,
12302306,32,Round of 64,round-of-64,
12302310,32,Round of 64,round-of-64,
12302313,32,Round of 64,round-of-64,
12302314,32,Round of 64,round-of-64,
12302315,32,Round of 64,round-of-64,
12302317,32,Round of 64,round-of-64,
12302318,32,Round of 64,round-of-64,
12302319,32,Round of 64,round-of-64,
12302320,32,Round of 64,round-of-64,
12302321,32,Round of 64,round-of-64,
12302323,32,Round of 64,round-of-64,
12302324,32,Round of 64,round-of-64,
12302325,32,Round of 64,round-of-64,
12302326,32,Round of 64,round-of-64,
12302327,32,Round of 64,round-of-64,
12302329,32,Round of 64,round-of-64,
12302330,32,Round of 64,round-of-64,
12302332,32,Round of 64,round-of-64,
12306792,6,Round of 32,round-of-32,16
12306793,6,Round of 32,round-of-32,16
12307340,6,Round of 32,round-of-32,16
12309745,5,Round of 16,round-of-16,8
12309746,5,Round of 16,round-of-16,8
12309748,5,Round of 16,round-of-16,8
12309749,5,Round of 16,round-of-16,8
12309750,5,Round of 16,round-of-16,8
12309751,5,Round of 16,round-of-16,8
12311399,64,Round of 128,round-of-128,
12311403,64,Round of 128,round-of-128,
12311404,64,Round of 128,round-of-128,
12311406,64,Round of 128,round-of-128,
12311407,64,Round of 128,round-of-128,
12311408,64,Round of 128,round-of-128,
12311409,64,Round of 128,round-of-128,
12311410,64,Round of 128,round-of-128,
12311417,6,Round of 32,round-of-32,16
12311799,6,Round of 32,round-of-32,16
12311800,6,Round of 32,round-of-32,16
12311802,6,Round of 32,round-of-32,16
12311805,6,Round of 32,round-of-32,16
12311901,64,Round of 128,round-of-128,
12311906,64,Round of 128,round-of-128,
12311908,64,Round of 128,round-of-128,
12311909,64,Round of 128,round-of-128,
12311910,64,Round of 128,round-of-128,
12311911,64,Round of 128,round-of-128,
12311912,64,Round of 128,round-of-128,
12311913,64,Round of 128,round-of-128,
12311914,64,Round of 128,round-of-128,
12311915,64,Round of 128,round-of-128,
12311916,64,Round of 128,round-of-128,
12311917,64,Round of 128,round-of-128,
12312278,6,Round of 32,round-of-32,16
12312281,6,Round of 32,round-of-32,16
12312282,6,Round of 32,round-of-32,16
12312364,5,Round of 16,round-of-16,8
12312791,5,Round of 16,round-of-16,8
12313064,6,Round of 32,round-of-32,16
12313261,64,Round of 128,round-of-128,
12313263,64,Round of 128,round-of-128,
12313499,6,Round of 32,round-of-32,16
12313504,6,Round of 32,round-of-32,16
12313505,6,Round of 32,round-of-32,16
12313508,6,Round of 32,round-of-32,16
12313509,6,Round of 32,round-of-32,16
12313511,6,Round of 32,round-of-32,16
12313512,6,Round of 32,round-of-32,16
12313513,6,Round of 32,round-of-32,16
12313514,6,Round of 32,round-of-32,16
12313516,6,Round of 32,round-of-32,16
12313536,6,Round of 32,round-of-32,16
12313544,6,Round of 32,round-of-32,16
12313550,6,Round of 32,round-of-32,16
12313552,6,Round of 32,round-of-32,16
12313572,6,Round of 32,round-of-32,16
12313573,6,Round of 32,round-of-32,16
12313574,6,Round of 32,round-of-32,16
12313575,6,Round of 32,round-of-32,16
12313576,6,Round of 32,round-of-32,16
12313577,6,Round of 32,round-of-32,16
12313580,6,Round of 32,round-of-32,16
12313581,6,Round of 32,round-of-32,16
12313583,6,Round of 32,round-of-32,16
12313584,6,Round of 32,round-of-32,16
12313585,6,Round of 32,round-of-32,16
12313586,6,Round of 32,round-of-32,16
12313660,6,Round of 32,round-of-32,16
12313661,6,Round of 32,round-of-32,16
12313662,6,Round of 32,round-of-32,16
12313663,6,Round of 32,round-of-32,16
12313665,6,Round of 32,round-of-32,16
12313667,6,Round of 32,round-of-32,16
12313668,6,Round of 32,round-of-32,16
12313669,6,Round of 32,round-of-32,16
12313670,6,Round of 32,round-of-32,16
12313696,5,Round of 16,round-of-16,8
12313706,5,Round of 16,round-of-16,8
12313723,6,Round of 32,round-of-32,16
12313727,6,Round of 32,round-of-32,16
12313730,6,Round of 32,round-of-32,16
12313736,6,Round of 32,round-of-32,16
12313738,6,Round of 32,round-of-32,16
12313740,6,Round of 32,round-of-32,16
12313742,6,Round of 32,round-of-32,16
12313744,6,Round of 32,round-of-32,16
12313746,6,Round of 32,round-of-32,16
12313748,6,Round of 32,round-of-32,16
12313751,6,Round of 32,round-of-32,16
12313763,6,Round of 32,round-of-32,16
12314728,6,Round of 32,round-of-32,16
12314840,6,Round of 32,round-of-32,16
12314841,6,Round of 32,round-of-32,16
12315158,6,Round of 32,round-of-32,16
12315161,6,Round of 32,round-of-32,16
12315164,6,Round of 32,round-of-32,16
12315171,5,Round of 16,round-of-16,8
12315216,5,Round of 16,round-of-16,8
12315279,6,Round of 32,round-of-32,16
12315281,6,Round of 32,round-of-32,16
12315335,6,Round of 32,round-of-32,16
12315337,6,Round of 32,round-of-32,16
12315340,6,Round of 32,round-of-32,16
12315385,6,Round of 32,round-of-32,16
12315387,6,Round of 32,round-of-32,16
12315389,6,Round of 32,round-of-32,16
12315392,6,Round of 32,round-of-32,16
12315393,6,Round of 32,round-of-32,16
12315404,6,Round of 32,round-of-32,16
12315405,6,Round of 32,round-of-32,16
12315407,6,Round of 32,round-of-32,16
12315536,6,Round of 32,round-of-32,16
12315538,6,Round of 32,round-of-32,16
12315539,6,Round of 32,round-of-32,16
12315540,6,Round of 32,round-of-32,16
12315727,5,Round of 16,round-of-16,8
12315852,5,Round of 16,round-of-16,8
12316148,6,Round of 32,round-of-32,16
12316150,6,Round of 32,round-of-32,16
12316198,5,Round of 16,round-of-16,8
12316199,5,Round of 16,round-of-16,8
12316222,5,Round of 16,round-of-16,8
12316255,5,Round of 16,round-of-16,8
12316257,5,Round of 16,round-of-16,8
12316258,5,Round of 16,round-of-16,8
12316259,5,Round of 16,round-of-16,8
12316260,5,Round of 16,round-of-16,8
12316300,64,Round of 128,round-of-128,
12316301,64,Round of 128,round-of-128,
12316302,64,Round of 128,round-of-128,
12316303,64,Round of 128,round-of-128,
12316304,64,Round of 128,round-of-128,
12316305,64,Round of 128,round-of-128,
12316306,64,Round of 128,round-of-128,
12316307,64,Round of 128,round-of-128,
12316308,64,Round of 128,round-of-128,
12316309,64,Round of 128,round-of-128,
12316310,64,Round of 128,round-of-128,
12316333,64,Round of 128,round-of-128,
12316338,64,Round of 128,round-of-128,
12316339,64,Round of 128,round-of-128,
12316340,64,Round of 128,round-of-128,
12316341,64,Round of 128,round-of-128,
12316343,64,Round of 128,round-of-128,
12316377,6,Round of 32,round-of-32,16
12316379,64,Round of 128,round-of-128,
12316381,5,Round of 16,round-of-16,8
12316417,6,Round of 32,round-of-32,16
12316418,6,Round of 32,round-of-32,16
12316419,6,Round of 32,round-of-32,16
12316420,6,Round of 32,round-of-32,16
12316421,6,Round of 32,round-of-32,16
12316422,6,Round of 32,round-of-32,16
12316423,6,Round of 32,round-of-32,16
12316424,6,Round of 32,round-of-32,16
12316425,6,Round of 32,round-of-32,16
12316437,5,Round of 16,round-of-16,8
12316438,5,Round of 16,round-of-16,8
12316439,5,Round of 16,round-of-16,8
12316742,5,Round of 16,round-of-16,8
12317227,5,Round of 16,round-of-16,8
12317506,5,Round of 16,round-of-16,8
12317507,5,Round of 16,round-of-16,8
12317508,5,Round of 16,round-of-16,8
12317543,5,Round of 16,round-of-16,8
12317544,5,Round of 16,round-of-16,8
12317545,5,Round of 16,round-of-16,8
12317575,5,Round of 16,round-of-16,8
12317597,5,Round of 16,round-of-16,8
12317766,5,Round of 16,round-of-16,8
12317767,5,Round of 16,round-of-16,8
12317768,5,Round of 16,round-of-16,8
12317769,5,Round of 16,round-of-16,8
12318014,5,Round of 16,round-of-16,8
12318056,5,Round of 16,round-of-16,8
12318057,5,Round of 16,round-of-16,8
12318273,27,Quarterfinals,quarterfinals,4
12318316,5,Round of 16,round-of-16,8
12318319,5,Round of 16,round-of-16,8
12318320,5,Round of 16,round-of-16,8
12318331,5,Round of 16,round-of-16,8
12318332,5,Round of 16,round-of-16,8
12318333,5,Round of 16,round-of-16,8
12318353,5,Round of 16,round-of-16,8
12318354,27,Quarterfinals,quarterfinals,4
12318355,5,Round of 16,round-of-16,8
12318356,5,Round of 16,round-of-16,8
12318357,5,Round of 16,round-of-16,8
12318358,5,Round of 16,round-of-16,8
12318359,6,Round of 32,round-of-32,16
12318360,5,Round of 16,round-of-16,8
12318361,5,Round of 16,round-of-16,8
12318363,5,Round of 16,round-of-16,8
12318364,5,Round of 16,round-of-16,8
12318365,5,Round of 16,round-of-16,8
12318383,5,Round of 16,round-of-16,8
12318384,5,Round of 16,round-of-16,8
12318388,5,Round of 16,round-of-16,8
12318390,27,Quarterfinals,quarterfinals,4
12318391,5,Round of 16,round-of-16,8
12318393,27,Quarterfinals,quarterfinals,4
12318398,5,Round of 16,round-of-16,8
12318401,5,Round of 16,round-of-16,8
12318430,5,Round of 16,round-of-16,8
12318431,5,Round of 16,round-of-16,8
12318438,5,Round of 16,round-of-16,8
12318439,5,Round of 16,round-of-16,8
12318440,5,Round of 16,round-of-16,8
12318441,5,Round of 16,round-of-16,8
12318442,5,Round of 16,round-of-16,8
12318443,5,Round of 16,round-of-16,8
12318445,5,Round of 16,round-of-16,8
12318456,5,Round of 16,round-of-16,8
12318457,5,Round of 16,round-of-16,8
12318459,5,Round of 16,round-of-16,8
12318471,5,Round of 16,round-of-16,8
12318483,5,Round of 16,round-of-16,8
12318484,5,Round of 16,round-of-16,8
12318485,5,Round of 16,round-of-16,8
12318486,5,Round of 16,round-of-16,8
12318487,5,Round of 16,round-of-16,8
12318488,5,Round of 16,round-of-16,8
12318490,5,Round of 16,round-of-16,8
12318491,5,Round of 16,round-of-16,8
12318563,5,Round of 16,round-of-16,8
12318569,5,Round of 16,round-of-16,8
12318571,5,Round of 16,round-of-16,8
12318575,5,Round of 16,round-of-16,8
12318576,5,Round of 16,round-of-16,8
12318577,5,Round of 16,round-of-16,8
12318578,5,Round of 16,round-of-16,8
12318583,5,Round of 16,round-of-16,8
12318584,5,Round of 16,round-of-16,8
12318588,5,Round of 16,round-of-16,8
12318602,5,Round of 16,round-of-16,8
12318611,5,Round of 16,round-of-16,8
12318612,5,Round of 16,round-of-16,8
12318614,5,Round of 16,round-of-16,8
12318615,5,Round of 16,round-of-16,8
12318616,5,Round of 16,round-of-16,8
12318618,5,Round of 16,round-of-16,8
12318623,5,Round of 16,round-of-16,8
12318633,6,Round of 32,round-of-32,16
12318634,6,Round of 32,round-of-32,16
12318635,6,Round of 32,round-of-32,16
12318636,6,Round of 32,round-of-32,16
12318637,6,Round of 32,round-of-32,16
12318638,6,Round of 32,round-of-32,16
12318639,6,Round of 32,round-of-32,16
12318640,6,Round of 32,round-of-32,16
12318641,6,Round of 32,round-of-32,16
12318645,5,Round of 16,round-of-16,8
12318646,5,Round of 16,round-of-16,8
12318652,5,Round of 16,round-of-16,8
12318666,5,Round of 16,round-of-16,8
12318667,5,Round of 16,round-of-16,8
12318668,5,Round of 16,round-of-16,8
12318669,5,Round of 16,round-of-16,8
12318670,5,Round of 16,round-of-16,8
12318671,5,Round of 16,round-of-16,8
12318672,5,Round of 16,round-of-16,8
12318673,5,Round of 16,round-of-16,8
12318675,5,Round of 16,round-of-16,8
12318676,5,Round of 16,round-of-16,8
12318684,5,Round of 16,round-of-16,8
12318686,5,Round of 16,round-of-16,8
12318687,5,Round of 16,round-of-16,8
12318688,5,Round of 16,round-of-16,8
12318689,5,Round of 16,round-of-16,8
12318691,5,Round of 16,round-of-16,8
12318692,5,Round of 16,round-of-16,8
12318701,5,Round of 16,round-of-16,8
12318702,5,Round of 16,round-of-16,8
12318716,5,Round of 16,round-of-16,8
12318734,5,Round of 16,round-of-16,8
12318768,5,Round of 16,round-of-16,8
12318825,5,Round of 16,round-of-16,8
12318835,32,Round of 64,round-of-64,
12318836,5,Round of 16,round-of-16,8
12318837,5,Round of 16,round-of-16,8
12318838,5,Round of 16,round-of-16,8
12318841,5,Round of 16,round-of-16,8
12318842,5,Round of 16,round-of-16,8
12318845,5,Round of 16,round-of-16,8
12318846,5,Round of 16,round-of-16,8
12318847,5,Round of 16,round-of-16,8
12318848,64,Round of 128,round-of-128,
12318853,5,Round of 16,round-of-16,8
12318856,5,Round of 16,round-of-16,8
12318858,5,Round of 16,round-of-16,8
12318859,5,Round of 16,round-of-16,8
12318860,5,Round of 16,round-of-16,8
12318862,5,Round of 16,round-of-16,8
12318865,5,Round of 16,round-of-16,8
12318889,5,Round of 16,round-of-16,8
12318890,5,Round of 16,round-of-16,8
12318896,5,Round of 16,round-of-16,8
12318901,5,Round of 16,round-of-16,8
12318958,5,Round of 16,round-of-16,8
12318983,5,Round of 16,round-of-16,8
12318984,5,Round of 16,round-of-16,8
12318985,5,Round of 16,round-of-16,8
12318986,5,Round of 16,round-of-16,8
12318987,5,Round of 16,round-of-16,8
12319054,5,Round of 16,round-of-16,8
12319055,5,Round of 16,round-of-16,8
12319056,5,Round of 16,round-of-16,8
12319057,5,Round of 16,round-of-16,8
12319086,5,Round of 16,round-of-16,8
12319087,27,Quarterfinals,quarterfinals,4
12319238,5,Round of 16,round-of-16,8
12319319,5,Round of 16,round-of-16,8
12319322,5,Round of 16,round-of-16,8
12319326,27,Quarterfinals,quarterfinals,4
12319327,5,Round of 16,round-of-16,8
12319354,27,Quarterfinals,quarterfinals,4
12319450,27,Quarterfinals,quarterfinals,4
12319705,5,Round of 16,round-of-16,8
12319706,5,Round of 16,round-of-16,8
12319707,5,Round of 16,round-of-16,8
12319708,5,Round of 16,round-of-16,8
12319709,5,Round of 16,round-of-16,8
12319710,5,Round of 16,round-of-16,8
12319712,5,Round of 16,round-of-16,8
12319720,5,Round of 16,round-of-16,8
12319721,5,Round of 16,round-of-16,8
12319743,5,Round of 16,round-of-16,8
12319762,5,Round of 16,round-of-16,8
12320150,5,Round of 16,round-of-16,8
12320164,5,Round of 16,round-of-16,8
12320165,5,Round of 16,round-of-16,8
12320202,5,Round of 16,round-of-16,8
12320203,5,Round of 16,round-of-16,8
12320204,5,Round of 16,round-of-16,8
12320205,5,Round of 16,round-of-16,8
12320206,5,Round of 16,round-of-16,8
12320213,27,Quarterfinals,quarterfinals,4
12320223,5,Round of 16,round-of-16,8
12320256,27,Quarterfinals,quarterfinals,4
12320297,27,Quarterfinals,quarterfinals,4
12320310,27,Quarterfinals,quarterfinals,4
12320311,27,Quarterfinals,quarterfinals,4
12320313,27,Quarterfinals,quarterfinals,4
12320348,27,Quarterfinals,quarterfinals,4
12320349,27,Quarterfinals,quarterfinals,4
12320529,5,Round of 16,round-of-16,8
12320537,5,Round of 16,round-of-16,8
12320538,5,Round of 16,round-of-16,8
12320539,27,Quarterfinals,quarterfinals,4
12320542,27,Quarterfinals,quarterfinals,4
12320543,5,Round of 16,round-of-16,8
12320545,28,Semifinals,semifinals,2
12320570,28,Semifinals,semifinals,2
12320571,27,Quarterfinals,quarterfinals,4
12320583,27,Quarterfinals,quarterfinals,4
12320585,5,Round of 16,round-of-16,8
12320586,27,Quarterfinals,quarterfinals,4
12320602,27,Quarterfinals,quarterfinals,4
12320603,27,Quarterfinals,quarterfinals,4
12320604,5,Round of 16,round-of-16,8
12320606,27,Quarterfinals,quarterfinals,4
12320613,27,Quarterfinals,quarterfinals,4
12320614,27,Quarterfinals,quarterfinals,4
12320615,27,Quarterfinals,quarterfinals,4
12320616,27,Quarterfinals,quarterfinals,4
12320617,27,Quarterfinals,quarterfinals,4
12320618,27,Quarterfinals,quarterfinals,4
12320638,5,Round of 16,round-of-16,8
12320649,27,Quarterfinals,quarterfinals,4
12320650,27,Quarterfinals,quarterfinals,4
12320655,27,Quarterfinals,quarterfinals,4
12320656,27,Quarterfinals,quarterfinals,4
12320657,27,Quarterfinals,quarterfinals,4
12320658,27,Quarterfinals,quarterfinals,4
12320663,27,Quarterfinals,quarterfinals,4
12320713,27,Quarterfinals,quarterfinals,4
12320733,27,Quarterfinals,quarterfinals,4
